@relation './ada_train-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-Rfirst-last-weka.filters.unsupervised.attribute.Remove-V-R46,10,16,42,40,7,32,15,27,25,44,49-weka.filters.unsupervised.attribute.Remove-V-R1-12'

@attribute attr45 {'\'(-inf-0.1]\'','\'(0.1-0.2]\'','\'(0.2-0.3]\'','\'(0.3-0.4]\'','\'(0.4-0.5]\'','\'(0.5-0.6]\'','\'(0.6-0.7]\'','\'(0.7-0.8]\'','\'(0.8-0.9]\'','\'(0.9-inf)\''}
@attribute attr9 {'\'(-inf-64.8]\'','\'(64.8-129.6]\'','\'(129.6-194.4]\'','\'(194.4-259.2]\'','\'(259.2-324]\'','\'(324-388.8]\'','\'(388.8-453.6]\'','\'(453.6-518.4]\'','\'(518.4-583.2]\'','\'(583.2-inf)\''}
@attribute attr15 {'\'(-inf-0.1]\'','\'(0.1-0.2]\'','\'(0.2-0.3]\'','\'(0.3-0.4]\'','\'(0.4-0.5]\'','\'(0.5-0.6]\'','\'(0.6-0.7]\'','\'(0.7-0.8]\'','\'(0.8-0.9]\'','\'(0.9-inf)\''}
@attribute attr41 {'\'(-inf-0.1]\'','\'(0.1-0.2]\'','\'(0.2-0.3]\'','\'(0.3-0.4]\'','\'(0.4-0.5]\'','\'(0.5-0.6]\'','\'(0.6-0.7]\'','\'(0.7-0.8]\'','\'(0.8-0.9]\'','\'(0.9-inf)\''}
@attribute attr39 {'\'(-inf-108.9]\'','\'(108.9-207.8]\'','\'(207.8-306.7]\'','\'(306.7-405.6]\'','\'(405.6-504.5]\'','\'(504.5-603.4]\'','\'(603.4-702.3]\'','\'(702.3-801.2]\'','\'(801.2-900.1]\'','\'(900.1-inf)\''}
@attribute attr6 {'\'(-inf-0.1]\'','\'(0.1-0.2]\'','\'(0.2-0.3]\'','\'(0.3-0.4]\'','\'(0.4-0.5]\'','\'(0.5-0.6]\'','\'(0.6-0.7]\'','\'(0.7-0.8]\'','\'(0.8-0.9]\'','\'(0.9-inf)\''}
@attribute attr31 {'\'(-inf-99.9]\'','\'(99.9-199.8]\'','\'(199.8-299.7]\'','\'(299.7-399.6]\'','\'(399.6-499.5]\'','\'(499.5-599.4]\'','\'(599.4-699.3]\'','\'(699.3-799.2]\'','\'(799.2-899.1]\'','\'(899.1-inf)\''}
@attribute attr14 {'\'(-inf-155.7]\'','\'(155.7-249.4]\'','\'(249.4-343.1]\'','\'(343.1-436.8]\'','\'(436.8-530.5]\'','\'(530.5-624.2]\'','\'(624.2-717.9]\'','\'(717.9-811.6]\'','\'(811.6-905.3]\'','\'(905.3-inf)\''}
@attribute attr26 {'\'(-inf-0.1]\'','\'(0.1-0.2]\'','\'(0.2-0.3]\'','\'(0.3-0.4]\'','\'(0.4-0.5]\'','\'(0.5-0.6]\'','\'(0.6-0.7]\'','\'(0.7-0.8]\'','\'(0.8-0.9]\'','\'(0.9-inf)\''}
@attribute attr24 {'\'(-inf-270]\'','\'(270-351]\'','\'(351-432]\'','\'(432-513]\'','\'(513-594]\'','\'(594-675]\'','\'(675-756]\'','\'(756-837]\'','\'(837-918]\'','\'(918-inf)\''}
@attribute attr43 {'\'(-inf-0.1]\'','\'(0.1-0.2]\'','\'(0.2-0.3]\'','\'(0.3-0.4]\'','\'(0.4-0.5]\'','\'(0.5-0.6]\'','\'(0.6-0.7]\'','\'(0.7-0.8]\'','\'(0.8-0.9]\'','\'(0.9-inf)\''}
@attribute CLASS {0,1}

@data
'\'(-inf-0.1]\'','\'(-inf-64.8]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(306.7-405.6]\'','\'(-inf-0.1]\'','\'(-inf-99.9]\'','\'(530.5-624.2]\'','\'(-inf-0.1]\'','\'(432-513]\'','\'(0.9-inf)\'',0
'\'(-inf-0.1]\'','\'(-inf-64.8]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(306.7-405.6]\'','\'(-inf-0.1]\'','\'(-inf-99.9]\'','\'(530.5-624.2]\'','\'(-inf-0.1]\'','\'(432-513]\'','\'(0.9-inf)\'',0
'\'(0.9-inf)\'','\'(-inf-64.8]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(504.5-603.4]\'','\'(-inf-0.1]\'','\'(-inf-99.9]\'','\'(530.5-624.2]\'','\'(-inf-0.1]\'','\'(351-432]\'','\'(0.9-inf)\'',0
'\'(-inf-0.1]\'','\'(-inf-64.8]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(306.7-405.6]\'','\'(-inf-0.1]\'','\'(-inf-99.9]\'','\'(530.5-624.2]\'','\'(0.9-inf)\'','\'(351-432]\'','\'(-inf-0.1]\'',0
'\'(-inf-0.1]\'','\'(-inf-64.8]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(306.7-405.6]\'','\'(-inf-0.1]\'','\'(-inf-99.9]\'','\'(530.5-624.2]\'','\'(-inf-0.1]\'','\'(675-756]\'','\'(0.9-inf)\'',1
'\'(-inf-0.1]\'','\'(-inf-64.8]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(108.9-207.8]\'','\'(0.9-inf)\'','\'(-inf-99.9]\'','\'(624.2-717.9]\'','\'(0.9-inf)\'','\'(270-351]\'','\'(-inf-0.1]\'',0
'\'(-inf-0.1]\'','\'(-inf-64.8]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(306.7-405.6]\'','\'(-inf-0.1]\'','\'(-inf-99.9]\'','\'(343.1-436.8]\'','\'(0.9-inf)\'','\'(-inf-270]\'','\'(-inf-0.1]\'',0
'\'(0.9-inf)\'','\'(-inf-64.8]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(108.9-207.8]\'','\'(-inf-0.1]\'','\'(-inf-99.9]\'','\'(530.5-624.2]\'','\'(-inf-0.1]\'','\'(270-351]\'','\'(-inf-0.1]\'',0
'\'(-inf-0.1]\'','\'(-inf-64.8]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(306.7-405.6]\'','\'(-inf-0.1]\'','\'(-inf-99.9]\'','\'(530.5-624.2]\'','\'(0.9-inf)\'','\'(-inf-270]\'','\'(-inf-0.1]\'',0
'\'(-inf-0.1]\'','\'(-inf-64.8]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(306.7-405.6]\'','\'(-inf-0.1]\'','\'(-inf-99.9]\'','\'(530.5-624.2]\'','\'(-inf-0.1]\'','\'(513-594]\'','\'(0.9-inf)\'',1
'\'(-inf-0.1]\'','\'(-inf-64.8]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(306.7-405.6]\'','\'(-inf-0.1]\'','\'(-inf-99.9]\'','\'(811.6-905.3]\'','\'(0.9-inf)\'','\'(432-513]\'','\'(-inf-0.1]\'',0
'\'(-inf-0.1]\'','\'(-inf-64.8]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(306.7-405.6]\'','\'(-inf-0.1]\'','\'(-inf-99.9]\'','\'(811.6-905.3]\'','\'(-inf-0.1]\'','\'(675-756]\'','\'(0.9-inf)\'',1
'\'(0.9-inf)\'','\'(-inf-64.8]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(603.4-702.3]\'','\'(-inf-0.1]\'','\'(-inf-99.9]\'','\'(811.6-905.3]\'','\'(-inf-0.1]\'','\'(351-432]\'','\'(0.9-inf)\'',1
'\'(-inf-0.1]\'','\'(-inf-64.8]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(-inf-108.9]\'','\'(-inf-0.1]\'','\'(-inf-99.9]\'','\'(436.8-530.5]\'','\'(-inf-0.1]\'','\'(432-513]\'','\'(-inf-0.1]\'',0
'\'(-inf-0.1]\'','\'(-inf-64.8]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(405.6-504.5]\'','\'(-inf-0.1]\'','\'(-inf-99.9]\'','\'(530.5-624.2]\'','\'(-inf-0.1]\'','\'(270-351]\'','\'(0.9-inf)\'',0
'\'(-inf-0.1]\'','\'(-inf-64.8]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(306.7-405.6]\'','\'(0.9-inf)\'','\'(-inf-99.9]\'','\'(530.5-624.2]\'','\'(0.9-inf)\'','\'(-inf-270]\'','\'(-inf-0.1]\'',0
'\'(-inf-0.1]\'','\'(-inf-64.8]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(108.9-207.8]\'','\'(0.9-inf)\'','\'(-inf-99.9]\'','\'(530.5-624.2]\'','\'(-inf-0.1]\'','\'(513-594]\'','\'(-inf-0.1]\'',0
'\'(-inf-0.1]\'','\'(-inf-64.8]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(405.6-504.5]\'','\'(-inf-0.1]\'','\'(-inf-99.9]\'','\'(811.6-905.3]\'','\'(-inf-0.1]\'','\'(270-351]\'','\'(0.9-inf)\'',0
'\'(-inf-0.1]\'','\'(-inf-64.8]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(405.6-504.5]\'','\'(-inf-0.1]\'','\'(-inf-99.9]\'','\'(811.6-905.3]\'','\'(-inf-0.1]\'','\'(351-432]\'','\'(0.9-inf)\'',1
'\'(0.9-inf)\'','\'(-inf-64.8]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(306.7-405.6]\'','\'(-inf-0.1]\'','\'(-inf-99.9]\'','\'(624.2-717.9]\'','\'(-inf-0.1]\'','\'(432-513]\'','\'(-inf-0.1]\'',0
'\'(-inf-0.1]\'','\'(-inf-64.8]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(306.7-405.6]\'','\'(0.9-inf)\'','\'(-inf-99.9]\'','\'(530.5-624.2]\'','\'(0.9-inf)\'','\'(270-351]\'','\'(-inf-0.1]\'',0
'\'(-inf-0.1]\'','\'(-inf-64.8]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(405.6-504.5]\'','\'(-inf-0.1]\'','\'(-inf-99.9]\'','\'(530.5-624.2]\'','\'(-inf-0.1]\'','\'(432-513]\'','\'(0.9-inf)\'',0
'\'(-inf-0.1]\'','\'(-inf-64.8]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(306.7-405.6]\'','\'(-inf-0.1]\'','\'(-inf-99.9]\'','\'(811.6-905.3]\'','\'(-inf-0.1]\'','\'(432-513]\'','\'(0.9-inf)\'',1
'\'(-inf-0.1]\'','\'(-inf-64.8]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(306.7-405.6]\'','\'(-inf-0.1]\'','\'(-inf-99.9]\'','\'(530.5-624.2]\'','\'(-inf-0.1]\'','\'(351-432]\'','\'(0.9-inf)\'',1
'\'(-inf-0.1]\'','\'(-inf-64.8]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(306.7-405.6]\'','\'(-inf-0.1]\'','\'(-inf-99.9]\'','\'(530.5-624.2]\'','\'(0.9-inf)\'','\'(-inf-270]\'','\'(-inf-0.1]\'',0
'\'(0.9-inf)\'','\'(-inf-64.8]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(504.5-603.4]\'','\'(-inf-0.1]\'','\'(-inf-99.9]\'','\'(530.5-624.2]\'','\'(0.9-inf)\'','\'(351-432]\'','\'(-inf-0.1]\'',0
'\'(0.9-inf)\'','\'(-inf-64.8]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(108.9-207.8]\'','\'(-inf-0.1]\'','\'(-inf-99.9]\'','\'(811.6-905.3]\'','\'(-inf-0.1]\'','\'(594-675]\'','\'(0.9-inf)\'',1
'\'(-inf-0.1]\'','\'(-inf-64.8]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(306.7-405.6]\'','\'(-inf-0.1]\'','\'(-inf-99.9]\'','\'(530.5-624.2]\'','\'(0.9-inf)\'','\'(270-351]\'','\'(-inf-0.1]\'',0
'\'(-inf-0.1]\'','\'(-inf-64.8]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(306.7-405.6]\'','\'(-inf-0.1]\'','\'(-inf-99.9]\'','\'(436.8-530.5]\'','\'(-inf-0.1]\'','\'(756-837]\'','\'(-inf-0.1]\'',0
'\'(-inf-0.1]\'','\'(-inf-64.8]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(207.8-306.7]\'','\'(-inf-0.1]\'','\'(-inf-99.9]\'','\'(530.5-624.2]\'','\'(0.9-inf)\'','\'(-inf-270]\'','\'(-inf-0.1]\'',0
'\'(-inf-0.1]\'','\'(-inf-64.8]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(306.7-405.6]\'','\'(-inf-0.1]\'','\'(-inf-99.9]\'','\'(530.5-624.2]\'','\'(-inf-0.1]\'','\'(270-351]\'','\'(-inf-0.1]\'',0
'\'(-inf-0.1]\'','\'(-inf-64.8]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(306.7-405.6]\'','\'(-inf-0.1]\'','\'(-inf-99.9]\'','\'(249.4-343.1]\'','\'(-inf-0.1]\'','\'(351-432]\'','\'(-inf-0.1]\'',0
'\'(-inf-0.1]\'','\'(-inf-64.8]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(405.6-504.5]\'','\'(-inf-0.1]\'','\'(-inf-99.9]\'','\'(249.4-343.1]\'','\'(-inf-0.1]\'','\'(351-432]\'','\'(0.9-inf)\'',1
'\'(-inf-0.1]\'','\'(-inf-64.8]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(306.7-405.6]\'','\'(-inf-0.1]\'','\'(-inf-99.9]\'','\'(811.6-905.3]\'','\'(-inf-0.1]\'','\'(432-513]\'','\'(-inf-0.1]\'',0
'\'(0.9-inf)\'','\'(-inf-64.8]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(306.7-405.6]\'','\'(-inf-0.1]\'','\'(-inf-99.9]\'','\'(811.6-905.3]\'','\'(-inf-0.1]\'','\'(432-513]\'','\'(0.9-inf)\'',1
'\'(-inf-0.1]\'','\'(-inf-64.8]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(306.7-405.6]\'','\'(-inf-0.1]\'','\'(-inf-99.9]\'','\'(530.5-624.2]\'','\'(-inf-0.1]\'','\'(594-675]\'','\'(0.9-inf)\'',0
'\'(-inf-0.1]\'','\'(-inf-64.8]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(306.7-405.6]\'','\'(-inf-0.1]\'','\'(-inf-99.9]\'','\'(530.5-624.2]\'','\'(-inf-0.1]\'','\'(351-432]\'','\'(0.9-inf)\'',0
'\'(-inf-0.1]\'','\'(-inf-64.8]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(108.9-207.8]\'','\'(-inf-0.1]\'','\'(-inf-99.9]\'','\'(530.5-624.2]\'','\'(-inf-0.1]\'','\'(351-432]\'','\'(0.9-inf)\'',0
'\'(-inf-0.1]\'','\'(-inf-64.8]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(306.7-405.6]\'','\'(-inf-0.1]\'','\'(-inf-99.9]\'','\'(530.5-624.2]\'','\'(0.9-inf)\'','\'(351-432]\'','\'(-inf-0.1]\'',0
'\'(-inf-0.1]\'','\'(-inf-64.8]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(108.9-207.8]\'','\'(-inf-0.1]\'','\'(-inf-99.9]\'','\'(530.5-624.2]\'','\'(-inf-0.1]\'','\'(513-594]\'','\'(-inf-0.1]\'',0
'\'(-inf-0.1]\'','\'(-inf-64.8]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(306.7-405.6]\'','\'(-inf-0.1]\'','\'(-inf-99.9]\'','\'(530.5-624.2]\'','\'(0.9-inf)\'','\'(270-351]\'','\'(-inf-0.1]\'',0
'\'(-inf-0.1]\'','\'(-inf-64.8]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(306.7-405.6]\'','\'(-inf-0.1]\'','\'(-inf-99.9]\'','\'(811.6-905.3]\'','\'(-inf-0.1]\'','\'(351-432]\'','\'(-inf-0.1]\'',0
'\'(-inf-0.1]\'','\'(-inf-64.8]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(306.7-405.6]\'','\'(-inf-0.1]\'','\'(-inf-99.9]\'','\'(811.6-905.3]\'','\'(-inf-0.1]\'','\'(270-351]\'','\'(0.9-inf)\'',0
'\'(-inf-0.1]\'','\'(324-388.8]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(504.5-603.4]\'','\'(-inf-0.1]\'','\'(-inf-99.9]\'','\'(811.6-905.3]\'','\'(-inf-0.1]\'','\'(351-432]\'','\'(0.9-inf)\'',1
'\'(0.9-inf)\'','\'(-inf-64.8]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(207.8-306.7]\'','\'(-inf-0.1]\'','\'(-inf-99.9]\'','\'(530.5-624.2]\'','\'(-inf-0.1]\'','\'(-inf-270]\'','\'(-inf-0.1]\'',0
'\'(0.9-inf)\'','\'(-inf-64.8]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(306.7-405.6]\'','\'(-inf-0.1]\'','\'(-inf-99.9]\'','\'(811.6-905.3]\'','\'(-inf-0.1]\'','\'(432-513]\'','\'(-inf-0.1]\'',1
'\'(-inf-0.1]\'','\'(-inf-64.8]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(504.5-603.4]\'','\'(-inf-0.1]\'','\'(-inf-99.9]\'','\'(811.6-905.3]\'','\'(-inf-0.1]\'','\'(351-432]\'','\'(0.9-inf)\'',1
'\'(-inf-0.1]\'','\'(-inf-64.8]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(207.8-306.7]\'','\'(0.9-inf)\'','\'(-inf-99.9]\'','\'(530.5-624.2]\'','\'(0.9-inf)\'','\'(-inf-270]\'','\'(-inf-0.1]\'',0
'\'(-inf-0.1]\'','\'(-inf-64.8]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(306.7-405.6]\'','\'(-inf-0.1]\'','\'(-inf-99.9]\'','\'(811.6-905.3]\'','\'(-inf-0.1]\'','\'(432-513]\'','\'(0.9-inf)\'',1
'\'(-inf-0.1]\'','\'(-inf-64.8]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(108.9-207.8]\'','\'(0.9-inf)\'','\'(-inf-99.9]\'','\'(530.5-624.2]\'','\'(0.9-inf)\'','\'(-inf-270]\'','\'(-inf-0.1]\'',0
'\'(-inf-0.1]\'','\'(-inf-64.8]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(405.6-504.5]\'','\'(-inf-0.1]\'','\'(-inf-99.9]\'','\'(530.5-624.2]\'','\'(-inf-0.1]\'','\'(351-432]\'','\'(-inf-0.1]\'',0
'\'(0.9-inf)\'','\'(-inf-64.8]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(504.5-603.4]\'','\'(-inf-0.1]\'','\'(199.8-299.7]\'','\'(811.6-905.3]\'','\'(0.9-inf)\'','\'(432-513]\'','\'(-inf-0.1]\'',1
'\'(0.9-inf)\'','\'(-inf-64.8]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(306.7-405.6]\'','\'(0.9-inf)\'','\'(-inf-99.9]\'','\'(811.6-905.3]\'','\'(0.9-inf)\'','\'(270-351]\'','\'(-inf-0.1]\'',0
'\'(-inf-0.1]\'','\'(-inf-64.8]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(504.5-603.4]\'','\'(-inf-0.1]\'','\'(-inf-99.9]\'','\'(530.5-624.2]\'','\'(-inf-0.1]\'','\'(351-432]\'','\'(0.9-inf)\'',0
'\'(-inf-0.1]\'','\'(-inf-64.8]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(306.7-405.6]\'','\'(-inf-0.1]\'','\'(-inf-99.9]\'','\'(530.5-624.2]\'','\'(-inf-0.1]\'','\'(513-594]\'','\'(-inf-0.1]\'',0
'\'(-inf-0.1]\'','\'(-inf-64.8]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(207.8-306.7]\'','\'(-inf-0.1]\'','\'(-inf-99.9]\'','\'(343.1-436.8]\'','\'(0.9-inf)\'','\'(432-513]\'','\'(-inf-0.1]\'',0
'\'(-inf-0.1]\'','\'(-inf-64.8]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(306.7-405.6]\'','\'(-inf-0.1]\'','\'(-inf-99.9]\'','\'(530.5-624.2]\'','\'(-inf-0.1]\'','\'(351-432]\'','\'(0.9-inf)\'',0
'\'(-inf-0.1]\'','\'(388.8-453.6]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(306.7-405.6]\'','\'(-inf-0.1]\'','\'(-inf-99.9]\'','\'(530.5-624.2]\'','\'(-inf-0.1]\'','\'(-inf-270]\'','\'(0.9-inf)\'',0
'\'(-inf-0.1]\'','\'(-inf-64.8]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(108.9-207.8]\'','\'(0.9-inf)\'','\'(-inf-99.9]\'','\'(530.5-624.2]\'','\'(0.9-inf)\'','\'(-inf-270]\'','\'(-inf-0.1]\'',0
'\'(-inf-0.1]\'','\'(-inf-64.8]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(108.9-207.8]\'','\'(-inf-0.1]\'','\'(199.8-299.7]\'','\'(717.9-811.6]\'','\'(-inf-0.1]\'','\'(675-756]\'','\'(0.9-inf)\'',1
'\'(-inf-0.1]\'','\'(-inf-64.8]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(306.7-405.6]\'','\'(-inf-0.1]\'','\'(-inf-99.9]\'','\'(155.7-249.4]\'','\'(0.9-inf)\'','\'(-inf-270]\'','\'(-inf-0.1]\'',0
'\'(-inf-0.1]\'','\'(-inf-64.8]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(306.7-405.6]\'','\'(-inf-0.1]\'','\'(-inf-99.9]\'','\'(530.5-624.2]\'','\'(-inf-0.1]\'','\'(594-675]\'','\'(-inf-0.1]\'',0
'\'(-inf-0.1]\'','\'(-inf-64.8]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(306.7-405.6]\'','\'(-inf-0.1]\'','\'(-inf-99.9]\'','\'(811.6-905.3]\'','\'(-inf-0.1]\'','\'(513-594]\'','\'(0.9-inf)\'',0
'\'(0.9-inf)\'','\'(-inf-64.8]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(801.2-900.1]\'','\'(-inf-0.1]\'','\'(899.1-inf)\'','\'(905.3-inf)\'','\'(-inf-0.1]\'','\'(594-675]\'','\'(0.9-inf)\'',1
'\'(-inf-0.1]\'','\'(-inf-64.8]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(207.8-306.7]\'','\'(-inf-0.1]\'','\'(-inf-99.9]\'','\'(-inf-155.7]\'','\'(-inf-0.1]\'','\'(432-513]\'','\'(-inf-0.1]\'',0
'\'(-inf-0.1]\'','\'(-inf-64.8]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(306.7-405.6]\'','\'(0.9-inf)\'','\'(-inf-99.9]\'','\'(530.5-624.2]\'','\'(0.9-inf)\'','\'(-inf-270]\'','\'(-inf-0.1]\'',0
'\'(-inf-0.1]\'','\'(-inf-64.8]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(405.6-504.5]\'','\'(-inf-0.1]\'','\'(-inf-99.9]\'','\'(811.6-905.3]\'','\'(0.9-inf)\'','\'(270-351]\'','\'(-inf-0.1]\'',0
'\'(-inf-0.1]\'','\'(-inf-64.8]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(306.7-405.6]\'','\'(-inf-0.1]\'','\'(-inf-99.9]\'','\'(530.5-624.2]\'','\'(-inf-0.1]\'','\'(432-513]\'','\'(0.9-inf)\'',1
'\'(-inf-0.1]\'','\'(-inf-64.8]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(306.7-405.6]\'','\'(-inf-0.1]\'','\'(-inf-99.9]\'','\'(530.5-624.2]\'','\'(-inf-0.1]\'','\'(270-351]\'','\'(-inf-0.1]\'',0
'\'(-inf-0.1]\'','\'(-inf-64.8]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(207.8-306.7]\'','\'(-inf-0.1]\'','\'(-inf-99.9]\'','\'(530.5-624.2]\'','\'(0.9-inf)\'','\'(-inf-270]\'','\'(-inf-0.1]\'',0
'\'(-inf-0.1]\'','\'(-inf-64.8]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(306.7-405.6]\'','\'(-inf-0.1]\'','\'(-inf-99.9]\'','\'(530.5-624.2]\'','\'(-inf-0.1]\'','\'(594-675]\'','\'(0.9-inf)\'',0
'\'(-inf-0.1]\'','\'(-inf-64.8]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(306.7-405.6]\'','\'(-inf-0.1]\'','\'(-inf-99.9]\'','\'(530.5-624.2]\'','\'(0.9-inf)\'','\'(351-432]\'','\'(-inf-0.1]\'',0
'\'(0.9-inf)\'','\'(-inf-64.8]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(405.6-504.5]\'','\'(-inf-0.1]\'','\'(-inf-99.9]\'','\'(530.5-624.2]\'','\'(0.9-inf)\'','\'(432-513]\'','\'(-inf-0.1]\'',0
'\'(-inf-0.1]\'','\'(-inf-64.8]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(108.9-207.8]\'','\'(0.9-inf)\'','\'(-inf-99.9]\'','\'(436.8-530.5]\'','\'(0.9-inf)\'','\'(-inf-270]\'','\'(-inf-0.1]\'',0
'\'(0.9-inf)\'','\'(-inf-64.8]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(405.6-504.5]\'','\'(-inf-0.1]\'','\'(-inf-99.9]\'','\'(811.6-905.3]\'','\'(-inf-0.1]\'','\'(432-513]\'','\'(-inf-0.1]\'',1
'\'(-inf-0.1]\'','\'(-inf-64.8]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(306.7-405.6]\'','\'(-inf-0.1]\'','\'(-inf-99.9]\'','\'(155.7-249.4]\'','\'(-inf-0.1]\'','\'(432-513]\'','\'(0.9-inf)\'',0
'\'(-inf-0.1]\'','\'(-inf-64.8]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(405.6-504.5]\'','\'(-inf-0.1]\'','\'(-inf-99.9]\'','\'(811.6-905.3]\'','\'(-inf-0.1]\'','\'(432-513]\'','\'(-inf-0.1]\'',0
'\'(-inf-0.1]\'','\'(-inf-64.8]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(504.5-603.4]\'','\'(0.9-inf)\'','\'(-inf-99.9]\'','\'(530.5-624.2]\'','\'(-inf-0.1]\'','\'(351-432]\'','\'(-inf-0.1]\'',0
'\'(-inf-0.1]\'','\'(-inf-64.8]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(504.5-603.4]\'','\'(-inf-0.1]\'','\'(-inf-99.9]\'','\'(530.5-624.2]\'','\'(0.9-inf)\'','\'(-inf-270]\'','\'(-inf-0.1]\'',0
'\'(-inf-0.1]\'','\'(-inf-64.8]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(306.7-405.6]\'','\'(-inf-0.1]\'','\'(-inf-99.9]\'','\'(811.6-905.3]\'','\'(0.9-inf)\'','\'(432-513]\'','\'(-inf-0.1]\'',0
