@relation 'mushroom-weka.filters.unsupervised.attribute.Remove-V-R13,8,23'

@attribute stalk-surface-below-ring {f,k,s,y}
@attribute gill-size {b,n}
@attribute class {e,p}

@data
k,b,p
k,b,p
k,b,p
k,b,p
k,b,p
k,b,p
k,b,p
k,b,p
k,b,p
s,n,p
f,b,p
s,b,e
k,b,p
k,b,p
k,b,p
s,b,e
k,b,p
k,b,p
k,b,p
k,b,p
k,b,p
k,b,p
f,b,p
k,b,p
k,b,p
k,b,p
k,b,p
k,b,p
f,n,e
k,b,p
k,b,p
k,b,p
k,b,p
s,b,e
k,b,p
k,b,p
k,b,p
k,b,p
k,b,p
k,b,p
k,b,p
k,b,p
f,b,p
s,b,e
f,n,e
k,b,p
k,b,p
k,b,p
k,b,p
k,b,p
k,b,p
k,b,p
k,b,p
k,b,p
s,b,e
k,b,p
k,b,p
k,b,p
k,b,p
k,b,p
k,b,p
k,b,p
k,b,p
k,b,p
k,b,p
k,b,p
k,b,p
k,b,p
k,b,p
k,b,p
k,b,p
k,b,p
k,b,p
k,b,p
k,b,p
k,b,p
k,b,p
s,b,e
k,b,p
k,b,p
f,b,p
k,b,p
k,b,p
s,n,p
k,b,p
s,b,p
k,b,p
k,b,p
k,b,p
s,b,p
f,b,p
k,b,p
k,b,p
k,b,p
k,b,p
k,b,p
k,b,p
k,b,p
f,n,e
k,b,p
s,b,e
k,b,p
k,b,p
s,n,p
k,b,p
k,b,p
k,b,p
k,b,p
k,b,p
k,b,p
k,b,p
k,b,p
k,b,p
s,b,e
k,b,p
s,b,e
k,b,p
k,b,p
k,b,p
k,b,p
k,b,p
k,b,p
k,b,p
k,b,p
k,b,p
k,b,p
k,b,p
k,b,p
k,b,p
k,b,p
s,n,p
k,b,p
k,b,p
k,b,p
k,b,p
k,b,p
k,b,p
k,b,p
k,b,p
k,b,p
k,b,p
k,b,p
k,b,p
k,b,p
k,b,p
k,b,p
k,b,p
k,b,p
k,b,p
k,b,p
k,b,p
k,b,p
k,b,p
k,b,p
k,b,p
k,b,p
k,b,p
k,b,p
s,b,e
k,b,p
s,n,p
k,b,p
k,b,p
k,b,p
s,b,e
k,b,p
k,b,p
k,b,p
k,b,p
s,b,e
k,b,p
k,b,p
k,b,p
k,b,p
k,b,p
k,b,p
k,b,p
k,b,p
k,b,p
k,b,p
s,b,e
s,b,p
k,n,p
f,b,p
k,b,p
k,b,p
k,b,p
s,b,e
k,b,p
k,b,p
k,b,p
k,b,p
k,b,p
s,b,e
k,b,p
y,n,p
k,b,p
k,b,p
k,n,p
k,b,p
k,b,p
f,b,p
k,b,p
k,b,p
k,b,p
s,b,e
k,b,p
y,n,p
k,b,p
f,b,p
k,b,p
k,b,p
s,b,e
k,b,p
k,b,p
s,n,e
s,n,p
k,b,p
k,b,p
k,b,p
k,b,p
s,b,p
f,b,p
s,b,e
s,b,p
s,b,e
f,b,p
s,b,e
k,b,p
s,b,p
k,b,p
k,b,p
k,b,p
k,b,p
k,b,p
k,b,p
k,b,p
k,b,p
k,b,p
s,b,e
s,b,e
s,b,e
k,b,p
s,b,e
k,b,p
k,b,p
f,b,p
k,b,p
k,b,p
k,b,p
k,n,p
k,b,p
s,b,e
s,b,e
k,b,p
k,b,p
k,b,p
s,b,e
k,b,p
k,b,p
k,b,p
k,b,p
k,b,p
s,b,p
k,b,p
s,n,p
k,b,p
k,b,p
k,b,p
s,b,e
s,b,p
k,b,p
k,b,p
k,b,p
s,b,p
s,n,p
k,b,p
k,b,p
k,b,p
f,n,e
f,n,e
k,b,p
k,b,p
k,b,p
k,n,p
k,n,p
k,b,p
k,b,p
k,b,p
k,b,p
k,b,p
k,b,p
s,b,e
k,b,p
k,b,p
s,b,p
k,b,p
k,b,p
k,b,p
f,b,p
k,b,p
k,b,p
s,n,p
k,b,p
s,b,e
k,b,p
k,b,p
s,b,e
k,b,p
k,b,p
k,b,p
f,n,e
s,b,e
k,b,p
k,b,p
f,b,p
k,b,p
k,b,p
k,b,p
k,n,p
s,b,e
k,b,p
k,b,p
k,b,p
k,b,p
k,b,p
s,b,e
y,n,p
k,b,p
k,b,p
k,b,p
f,b,p
s,b,e
f,b,p
k,b,p
k,b,p
k,b,p
k,b,p
k,b,p
s,b,p
k,b,p
k,b,p
k,b,p
k,b,p
f,b,p
s,b,e
s,b,e
s,b,e
s,b,p
k,b,p
k,b,p
k,b,p
k,b,p
k,b,p
k,b,p
k,b,p
k,b,p
k,b,p
k,b,p
k,b,p
k,b,p
k,b,p
k,b,p
k,b,p
k,b,p
f,n,e
k,b,p
s,n,p
k,b,p
k,b,p
k,b,p
k,b,p
k,b,p
k,b,p
s,b,e
k,b,p
k,b,p
s,b,e
k,b,p
k,b,p
k,n,p
k,b,p
y,n,p
s,b,p
k,b,p
k,b,p
f,n,e
k,b,p
k,b,p
k,b,p
k,b,p
s,b,e
k,b,p
k,b,p
k,b,p
k,b,p
s,b,e
k,b,p
k,b,p
k,b,p
k,b,p
f,b,p
s,n,p
k,b,p
f,n,e
k,b,p
k,b,p
k,b,p
k,b,p
s,b,p
k,b,p
k,b,p
k,b,p
k,b,p
k,b,p
k,b,p
k,b,p
k,b,p
k,b,p
k,b,p
k,b,p
k,b,p
k,n,p
k,b,p
k,b,p
s,b,p
k,b,p
k,b,p
k,b,p
k,b,p
k,b,p
k,b,p
k,n,p
s,b,e
s,b,e
k,b,p
k,b,p
k,b,p
k,b,p
f,b,p
k,b,p
f,b,p
k,b,p
k,b,p
f,b,p
f,b,p
s,b,p
k,b,p
k,b,p
k,b,p
k,b,p
f,n,e
s,b,e
k,b,p
k,b,p
s,n,p
k,b,p
k,b,p
k,b,p
k,b,p
s,b,e
k,b,p
k,b,p
k,b,p
k,b,p
k,b,p
y,n,p
k,b,p
s,n,e
k,b,p
k,b,p
k,b,p
k,b,p
k,b,p
k,b,p
k,b,p
k,b,p
k,b,p
s,b,p
s,b,e
k,b,p
k,b,p
s,b,e
k,b,p
s,b,p
k,n,p
k,n,p
k,n,p
s,n,p
s,b,p
s,n,e
k,b,p
k,b,p
k,b,p
s,b,e
s,b,p
f,b,p
s,n,p
f,n,e
f,b,p
f,b,p
f,b,p
s,b,p
s,n,e
k,b,p
f,b,p
s,b,p
s,n,p
f,b,p
s,n,p
s,b,p
f,b,p
y,n,p
s,n,p
s,n,p
s,b,e
s,b,e
s,b,p
s,b,p
k,b,p
k,b,p
s,b,p
s,n,p
k,n,p
k,b,p
s,b,e
k,n,p
k,b,p
s,n,p
f,n,e
k,n,p
s,b,e
s,b,e
k,b,p
s,b,p
y,n,p
k,n,p
s,b,p
s,b,p
k,b,p
f,b,p
k,n,p
s,b,p
y,n,p
s,b,e
f,b,p
s,b,p
s,b,e
k,b,p
y,n,p
s,b,e
k,b,p
s,b,p
s,b,p
k,b,p
k,b,p
s,b,e
s,b,e
s,b,p
f,n,e
s,b,e
s,b,p
s,b,p
k,b,p
s,b,p
s,b,p
f,n,e
s,n,p
k,b,p
f,n,e
k,b,p
s,b,p
s,b,p
s,n,p
s,b,e
k,n,p
k,b,p
f,b,p
s,b,e
k,b,p
k,b,p
k,b,p
f,b,p
s,n,p
k,b,p
k,b,p
y,n,p
s,b,e
k,b,p
s,n,p
f,b,p
s,b,e
k,b,p
s,n,p
s,b,p
s,b,p
s,b,p
s,b,e
s,b,p
s,n,p
s,b,e
k,b,p
s,b,e
f,b,p
s,b,e
y,n,p
f,b,p
s,n,p
k,n,p
s,b,p
s,n,p
s,b,e
f,n,e
k,b,p
s,b,e
k,b,p
k,b,p
f,b,p
s,n,p
f,n,e
y,n,p
f,b,p
y,n,p
k,b,p
s,b,e
k,b,p
s,n,p
k,b,p
k,b,p
s,b,p
k,b,p
f,b,p
s,b,p
s,b,e
k,b,p
f,b,p
s,b,p
f,b,p
s,b,e
s,b,p
y,n,p
s,b,p
k,b,p
y,n,p
f,b,p
s,b,e
s,n,p
s,n,p
s,n,p
s,b,p
s,b,e
k,b,p
s,b,e
s,b,p
s,n,e
s,n,p
s,b,p
s,b,p
y,n,p
s,b,p
k,b,p
s,b,e
s,n,p
s,b,p
f,n,e
f,n,e
s,b,e
s,b,p
k,n,p
k,b,p
s,b,p
s,b,p
s,b,e
k,n,p
k,b,p
k,b,p
s,b,e
f,b,p
s,n,p
s,b,p
s,n,e
s,b,p
k,b,p
f,n,e
k,b,p
k,n,p
s,n,p
s,b,e
f,b,p
s,b,e
s,b,e
k,n,p
y,n,p
s,n,p
s,b,e
s,b,p
k,b,p
s,b,e
s,b,p
f,n,e
k,b,p
s,b,p
s,n,p
s,b,p
f,b,p
s,n,p
f,n,e
s,n,p
k,b,p
s,n,p
s,b,p
k,b,p
f,b,p
y,n,p
f,b,p
f,b,p
s,n,e
s,b,p
k,n,p
s,b,p
k,b,p
s,b,e
s,b,p
y,n,p
k,b,p
f,n,e
s,n,e
k,n,p
s,b,p
f,b,p
s,b,p
f,b,p
f,n,e
k,b,p
s,b,p
s,n,p
k,b,p
f,b,p
s,b,p
k,b,p
k,b,p
s,n,p
y,n,p
s,b,e
k,b,p
f,b,p
s,n,p
k,b,p
k,b,p
s,b,p
s,b,p
k,b,p
s,b,e
s,b,p
s,b,p
f,b,p
s,n,p
s,b,p
s,b,p
s,b,e
k,n,p
k,b,p
f,b,p
s,b,e
s,b,p
f,n,e
s,b,e
f,n,e
s,b,e
s,b,p
s,b,e
s,b,e
f,b,p
s,b,e
f,b,p
y,n,p
s,b,p
k,b,p
k,b,p
y,n,p
k,b,p
k,b,p
s,n,e
k,n,p
s,b,p
k,n,p
s,b,p
k,b,p
f,b,p
k,b,p
s,b,p
s,b,p
k,n,p
k,b,p
s,b,e
k,b,p
s,b,e
s,b,e
s,b,e
s,b,p
k,b,p
s,b,e
s,b,e
k,b,p
s,b,p
f,b,p
s,b,p
s,b,p
k,b,p
s,b,p
s,b,p
f,n,e
k,b,p
k,n,p
s,b,p
s,n,e
s,b,p
f,n,e
k,b,p
k,b,p
s,b,p
k,n,p
k,n,p
k,b,p
s,b,e
f,b,p
f,b,p
s,n,p
s,b,p
s,n,p
f,b,p
s,b,p
f,b,p
k,b,p
k,b,p
k,b,p
k,b,p
f,b,p
f,b,p
s,b,p
k,b,p
f,b,p
k,n,p
s,b,p
s,b,e
s,b,p
s,n,p
s,b,e
s,b,p
s,b,p
k,n,p
s,b,p
s,n,p
s,b,p
s,n,p
k,b,p
k,b,p
k,b,p
s,b,p
f,b,p
s,b,e
s,b,p
s,b,e
f,b,p
s,n,p
k,b,p
k,b,p
k,b,p
s,b,e
k,b,p
k,n,p
f,b,p
k,b,p
s,b,e
s,b,p
s,b,p
k,b,p
k,b,p
f,n,e
f,b,p
f,b,p
s,b,p
k,n,p
s,b,e
s,b,e
s,b,e
s,b,p
k,b,p
k,n,p
s,n,p
f,b,p
f,b,p
k,n,p
s,b,p
s,n,p
s,b,e
f,n,e
k,b,p
k,n,p
k,b,p
s,n,p
f,b,p
k,n,p
f,n,e
s,b,p
k,b,p
s,b,e
s,b,p
k,b,p
f,n,e
s,n,p
k,n,p
f,b,p
k,b,p
s,n,p
s,b,e
k,n,p
s,b,e
s,b,e
s,b,e
f,b,p
s,b,e
k,b,p
k,b,p
k,b,p
s,b,e
f,b,p
s,n,e
s,n,e
s,b,p
k,n,p
f,b,p
f,n,e
f,b,p
f,n,e
k,n,p
s,b,p
s,b,e
s,b,e
s,n,p
k,n,p
s,b,p
k,b,p
s,b,e
s,b,e
f,b,p
k,b,p
s,b,p
k,b,p
f,b,p
s,b,e
s,b,e
s,b,p
k,b,p
k,n,p
f,b,p
s,b,p
s,n,p
s,b,p
s,n,e
s,n,p
s,b,p
k,n,p
s,n,e
k,n,p
s,b,p
s,n,p
f,n,e
s,b,p
s,b,e
k,n,p
k,n,p
f,b,p
k,b,p
s,b,p
k,n,p
s,n,p
s,b,e
s,b,p
f,n,e
f,n,e
k,n,p
s,n,e
s,n,p
s,n,p
s,b,e
s,b,p
s,n,p
k,b,p
f,n,e
s,b,p
s,b,p
k,b,p
s,b,e
k,b,p
s,n,p
k,n,p
k,b,p
s,b,p
f,b,p
s,b,e
f,n,e
s,b,p
s,b,e
s,b,e
s,b,e
k,b,p
s,b,p
k,b,p
s,b,e
s,b,p
s,n,e
k,b,p
k,b,p
s,b,p
s,n,p
k,b,p
k,b,p
s,b,p
s,b,e
k,b,p
s,b,e
y,n,p
k,b,p
k,b,p
s,n,p
s,b,e
s,b,p
f,b,p
k,b,p
s,b,e
k,b,p
k,b,p
s,b,e
s,b,e
k,b,p
f,b,p
k,b,p
f,b,p
s,b,p
y,n,p
f,b,p
s,b,e
k,b,p
f,b,p
s,n,e
k,b,p
f,n,e
k,b,p
k,n,p
s,b,e
f,b,p
k,b,p
k,b,p
k,n,p
f,n,e
k,b,p
f,b,p
f,b,p
s,b,p
s,b,e
y,n,p
f,n,e
s,n,p
s,b,e
s,b,p
k,b,p
s,b,e
s,n,e
f,b,p
k,b,p
k,n,p
s,b,e
s,b,e
k,b,p
k,n,p
s,b,e
k,b,p
s,n,p
s,b,e
k,b,p
k,b,p
k,b,p
s,n,e
s,b,p
s,b,e
f,b,p
s,b,p
k,b,p
s,b,p
k,n,p
f,b,p
s,b,e
s,b,p
k,n,p
f,n,e
s,b,e
s,b,p
s,n,p
s,b,p
s,n,p
s,b,e
s,n,p
s,n,p
f,b,p
s,b,e
s,b,p
s,b,p
s,n,e
s,b,p
s,b,p
k,b,p
s,b,e
s,b,e
f,n,e
s,b,e
f,b,p
k,n,p
s,b,e
s,b,p
f,b,p
s,b,p
s,b,e
f,b,p
s,b,e
s,b,p
s,n,p
k,b,p
f,b,p
f,n,e
f,b,p
s,b,p
s,b,p
s,b,p
f,b,p
s,b,e
k,n,p
k,b,p
s,b,e
s,n,p
s,b,p
s,b,p
s,n,p
f,b,p
s,b,p
f,n,e
s,b,p
s,b,p
f,n,e
k,n,p
s,b,e
k,n,p
k,n,p
f,b,p
f,n,e
s,b,p
f,b,p
f,n,e
f,n,e
f,b,p
f,n,e
k,n,p
s,b,e
s,b,p
y,n,p
k,b,p
f,b,p
k,b,p
s,b,e
s,b,p
s,b,p
k,n,p
s,b,p
k,b,p
s,b,p
f,n,e
k,b,p
k,b,p
k,b,p
f,b,p
k,n,p
y,n,p
k,n,p
f,b,p
k,b,p
s,n,e
s,b,p
f,b,p
s,b,e
s,b,p
k,b,p
k,n,p
s,b,p
s,b,p
k,b,p
s,n,e
k,n,p
s,b,e
s,n,p
f,b,p
k,n,p
s,b,e
k,b,p
f,b,p
s,b,e
k,b,p
k,b,p
s,b,e
f,b,p
s,b,e
k,b,p
f,b,p
k,n,p
k,b,p
s,b,p
s,n,p
f,n,e
f,n,e
s,n,p
s,b,p
f,n,e
s,b,p
k,b,p
f,b,p
k,b,p
k,b,p
k,b,p
f,b,p
f,n,e
s,b,p
s,b,e
k,n,p
f,b,p
k,b,p
s,b,p
k,n,p
s,b,p
k,b,p
k,b,p
s,b,e
s,b,e
s,n,p
s,b,e
s,b,p
s,b,e
k,n,p
s,b,e
s,b,p
s,b,p
k,n,p
s,n,p
k,b,p
k,n,p
k,n,p
s,b,p
s,b,e
f,n,e
k,b,p
f,b,p
k,n,p
f,b,p
f,b,p
k,b,p
s,b,p
s,b,e
k,n,p
k,b,p
s,b,e
f,b,p
f,b,p
s,b,p
k,b,p
s,n,p
f,b,p
s,b,e
s,b,e
f,n,e
s,b,p
s,b,p
s,b,e
k,b,p
k,n,p
s,b,p
k,b,p
s,n,e
k,b,p
s,b,p
s,b,e
s,b,e
f,b,p
k,b,p
f,b,p
k,b,p
s,b,p
s,b,e
s,b,e
k,b,p
s,b,e
s,b,e
f,b,p
s,b,p
k,b,p
f,b,p
s,b,p
k,b,p
k,b,p
k,b,p
k,b,p
s,b,p
s,n,p
s,b,p
s,b,e
s,n,p
s,n,p
s,n,p
s,b,p
y,n,p
f,b,p
s,b,e
s,b,e
s,b,e
s,b,p
f,b,p
s,b,p
k,b,p
s,n,p
s,b,p
f,b,p
s,b,p
f,n,e
s,n,e
k,b,p
f,b,p
k,b,p
s,b,e
k,b,p
y,n,p
s,n,p
k,b,p
k,b,p
s,b,p
k,n,p
s,b,e
f,n,e
s,b,p
y,n,p
k,b,p
k,n,p
k,b,p
k,b,p
f,b,p
f,n,e
s,n,p
s,b,p
k,n,p
s,b,p
s,b,p
s,b,e
f,b,p
f,n,e
k,b,p
f,n,e
s,b,p
s,b,p
k,b,p
f,b,p
k,n,p
k,b,p
s,b,p
f,b,p
k,n,p
k,b,p
k,n,p
s,b,p
k,b,p
s,n,p
s,n,p
s,b,e
f,n,e
f,b,p
k,b,p
s,n,p
s,n,p
s,n,p
k,n,p
s,n,p
k,n,p
s,n,p
s,n,p
k,n,p
k,n,p
k,n,p
s,n,p
k,n,p
s,n,p
k,n,p
k,n,p
k,n,p
s,n,p
s,n,p
k,n,p
s,n,p
k,n,p
k,n,p
s,n,p
s,n,p
k,n,p
k,n,p
k,n,p
s,n,p
s,n,p
k,n,p
k,n,p
k,n,p
k,n,p
k,n,p
k,n,p
s,n,p
s,n,p
s,b,e
k,n,p
s,b,e
s,n,p
s,n,p
k,n,p
s,n,p
k,n,p
s,n,p
k,n,p
k,n,p
k,n,p
k,n,p
k,n,p
s,n,p
k,n,p
k,n,p
s,n,p
s,n,p
s,n,p
s,n,p
s,n,p
k,n,p
s,n,p
s,n,p
k,n,p
s,n,p
s,n,p
k,n,p
k,n,p
k,b,e
k,n,p
k,n,p
s,n,p
s,n,p
k,n,p
k,n,p
s,n,p
k,n,p
k,n,p
s,n,p
s,n,p
s,n,p
k,n,p
k,n,p
s,n,p
s,n,p
s,n,p
s,n,p
s,n,p
s,n,p
k,n,p
k,n,p
k,n,p
k,n,p
k,n,p
k,n,p
s,n,p
k,n,p
k,n,p
k,n,p
s,n,p
k,n,p
s,n,p
s,n,p
s,n,p
k,n,p
k,n,p
k,n,p
k,n,p
s,n,p
s,n,p
k,n,p
k,n,p
k,n,p
s,n,p
s,n,p
k,n,p
k,n,p
s,n,p
s,n,p
k,n,p
s,b,e
k,n,p
s,n,p
k,n,p
k,n,p
k,n,p
s,n,p
k,n,p
s,n,p
k,n,p
s,n,p
s,n,p
k,n,p
s,n,p
s,n,p
s,n,p
s,n,p
k,n,p
k,n,p
s,n,p
k,n,p
s,n,p
s,b,e
s,n,p
k,n,p
s,n,p
k,n,p
s,b,e
k,n,p
s,n,p
s,n,p
k,n,p
k,n,p
k,n,p
k,n,p
s,n,p
s,n,p
s,n,p
k,n,p
s,n,p
s,n,p
k,n,p
s,n,p
k,n,p
s,n,p
s,n,p
k,n,p
k,n,p
k,n,p
s,n,p
s,n,p
k,n,p
s,n,p
s,n,p
s,n,p
k,n,p
s,n,p
s,n,p
s,n,p
s,n,p
s,n,p
k,n,p
s,n,p
k,n,p
k,n,p
k,n,p
k,n,p
k,n,p
k,n,p
s,n,p
k,n,p
k,n,p
s,n,p
k,n,p
k,b,e
k,n,p
s,n,p
s,n,p
s,n,p
k,n,p
k,n,p
k,n,p
s,n,p
s,b,e
k,n,p
s,n,p
s,n,p
k,n,p
k,n,p
k,n,p
k,n,p
k,n,p
k,n,p
k,n,p
s,b,e
k,n,p
s,n,p
k,n,p
k,n,p
k,b,e
s,n,p
s,n,p
k,n,p
k,n,p
s,n,p
s,n,p
k,n,p
k,n,p
k,n,p
s,n,p
s,n,p
s,n,p
s,n,p
k,n,p
k,n,p
s,n,p
s,n,p
k,n,p
k,n,p
k,n,p
k,n,p
s,n,p
k,n,p
s,n,p
s,n,p
s,n,p
s,n,p
k,n,p
k,n,p
k,n,p
k,n,p
k,n,p
s,n,p
k,n,p
k,n,p
k,n,p
s,n,p
s,n,p
k,n,p
k,n,p
k,n,p
s,b,e
s,n,p
k,n,p
k,n,p
k,n,p
s,n,p
s,n,p
k,n,p
s,n,p
s,n,p
s,n,p
k,n,p
k,n,p
k,n,p
s,n,p
s,n,p
s,n,p
k,n,p
k,b,e
k,n,p
s,n,p
k,n,p
s,n,p
s,n,p
k,n,p
k,n,p
s,n,p
s,n,p
s,n,p
s,n,p
s,n,p
s,n,p
s,n,p
s,n,p
k,n,p
s,n,p
k,n,p
s,n,p
k,n,p
s,n,p
s,n,p
k,n,p
k,n,p
k,n,p
s,n,p
s,n,p
k,n,p
s,n,p
s,n,p
s,n,p
s,n,p
k,n,p
s,n,p
s,n,p
s,n,p
k,n,p
s,n,p
s,n,p
s,n,p
k,n,p
s,n,p
k,n,p
s,n,p
s,n,p
s,n,p
k,n,p
s,n,p
s,n,p
k,n,p
k,n,p
k,b,e
s,n,p
s,n,p
s,n,p
k,n,p
k,n,p
s,n,p
s,n,p
k,n,p
k,n,p
k,n,p
s,n,p
k,n,p
s,n,p
k,n,p
s,n,p
s,n,p
k,n,p
k,n,p
k,n,p
s,n,p
k,n,p
s,n,p
k,n,p
s,n,p
k,n,p
s,n,p
s,n,p
k,n,p
s,n,p
s,n,p
k,n,p
k,n,p
k,n,p
k,n,p
k,b,e
s,n,p
s,n,p
k,n,p
s,n,p
s,n,p
s,n,p
k,n,p
s,n,p
s,b,e
s,n,p
k,n,p
k,n,p
k,n,p
s,n,p
s,n,p
k,n,p
s,n,p
s,n,p
s,n,p
k,n,p
s,n,p
k,n,p
s,n,p
k,n,p
k,n,p
k,n,p
s,n,p
k,n,p
s,n,p
s,b,e
s,n,p
k,n,p
s,n,p
k,n,p
s,n,p
k,n,p
k,b,e
s,n,p
k,n,p
k,b,e
k,n,p
s,n,p
k,n,p
s,n,p
k,n,p
k,n,p
k,n,p
s,n,p
y,b,p
k,n,p
s,n,p
k,n,p
s,n,p
k,n,p
s,n,p
k,n,p
k,n,p
s,b,e
k,n,p
s,n,p
s,n,p
s,n,p
s,n,p
k,n,p
k,n,p
s,n,p
k,n,p
s,b,e
k,n,p
s,n,p
s,n,p
k,n,p
s,n,p
s,n,p
k,n,p
s,n,p
s,n,p
s,n,p
s,n,p
s,n,p
s,n,p
k,n,p
k,b,e
k,n,p
k,n,p
s,n,p
k,n,p
k,n,p
k,n,p
k,n,p
k,n,p
k,n,p
s,n,p
k,n,p
s,n,p
k,n,p
s,n,p
s,n,p
s,n,p
s,n,p
s,n,p
k,n,p
s,n,p
s,n,p
k,n,p
k,n,p
k,n,p
k,n,p
k,n,p
s,n,p
s,n,p
k,n,p
k,n,p
s,n,p
k,n,p
s,n,p
k,n,p
k,n,p
s,n,p
k,n,p
k,n,p
k,n,p
k,n,p
k,n,p
k,n,p
s,n,p
k,n,p
k,n,p
s,n,p
k,n,p
k,n,p
k,n,p
s,n,p
s,n,p
s,n,p
k,n,p
k,n,p
s,n,p
s,n,p
s,n,p
k,n,p
s,n,p
s,b,e
s,n,p
s,n,p
k,n,p
s,n,p
k,n,p
s,n,p
k,n,p
k,b,e
s,n,p
k,n,p
s,n,p
k,n,p
s,n,p
s,n,p
k,n,p
k,n,p
s,n,p
s,n,p
k,n,p
s,n,p
k,b,e
k,n,p
k,n,p
s,n,p
s,n,p
s,n,p
s,n,p
s,n,p
s,n,p
k,n,p
k,n,p
s,n,p
k,n,p
k,n,p
s,n,p
s,n,p
k,n,p
s,n,p
s,n,p
s,n,p
k,n,p
s,n,p
s,n,p
k,n,p
k,n,p
k,n,p
s,n,p
k,n,p
s,b,e
s,n,p
s,n,p
k,n,p
s,n,p
s,n,p
k,n,p
s,n,p
k,n,p
s,n,p
k,n,p
k,n,p
s,n,p
k,n,p
s,n,p
k,n,p
s,n,p
s,n,p
s,n,p
k,n,p
s,n,p
k,n,p
k,n,p
s,n,p
s,n,p
s,n,p
k,n,p
s,n,p
k,n,p
k,n,p
s,n,p
s,n,p
s,n,p
s,n,p
k,n,p
k,n,p
s,n,p
k,n,p
k,n,p
k,n,p
s,n,p
k,b,e
k,n,p
s,n,p
s,n,p
s,n,p
k,n,p
s,n,p
s,n,p
k,n,p
s,n,p
k,n,p
s,n,p
k,n,p
k,n,p
k,n,p
k,n,p
s,n,p
s,n,p
s,n,p
s,n,p
s,n,p
s,n,p
s,n,p
k,n,p
k,n,p
s,n,p
k,n,p
k,n,p
k,n,p
k,n,p
k,n,p
s,n,p
s,n,p
s,n,p
s,n,p
k,n,p
s,n,p
k,n,p
s,n,p
k,n,p
k,n,p
s,n,p
s,n,p
s,n,p
k,n,p
k,n,p
s,n,p
s,n,p
k,n,p
s,n,p
s,n,p
s,n,p
k,n,p
s,n,p
s,n,p
s,n,p
k,n,p
s,n,p
s,n,p
s,n,p
s,n,p
k,b,e
s,n,p
s,n,p
s,b,e
s,n,p
k,n,p
k,n,p
s,n,p
y,b,p
s,n,p
k,n,p
k,n,p
k,n,p
k,n,p
s,n,p
k,n,p
k,n,p
s,n,p
k,n,p
k,n,p
k,n,p
k,n,p
s,n,p
k,n,p
s,n,p
k,n,p
k,n,p
s,n,p
s,n,p
s,n,p
k,n,p
s,n,p
k,n,p
k,n,p
k,n,p
k,n,p
s,n,p
k,n,p
k,n,p
k,n,p
s,n,p
s,n,p
k,n,p
s,n,p
k,n,p
s,n,p
s,n,p
k,n,p
s,n,p
k,n,p
k,n,p
k,n,p
k,n,p
k,n,p
s,n,p
k,n,p
k,n,p
s,n,p
k,n,p
s,n,p
k,n,p
k,n,p
s,n,p
k,n,p
k,n,p
k,n,p
s,n,p
k,n,p
s,n,p
s,n,p
s,n,p
s,n,p
s,n,p
k,n,p
k,n,p
k,n,p
k,n,p
k,n,p
k,n,p
s,n,p
s,n,p
s,n,p
k,n,p
s,n,p
k,b,e
k,n,p
k,n,p
s,n,p
k,n,p
s,n,p
s,n,p
s,n,p
s,b,e
s,n,p
k,n,p
s,n,p
k,n,p
k,n,p
s,n,p
s,n,p
k,n,p
s,n,p
s,b,e
s,b,e
s,n,p
s,n,p
s,n,p
s,n,p
s,n,p
s,n,p
s,n,p
k,n,p
k,n,p
k,n,p
k,b,e
s,n,p
s,n,p
s,n,p
s,n,p
k,n,p
k,n,p
k,n,p
s,n,p
s,n,p
k,n,p
k,n,p
s,n,p
s,n,p
s,n,p
k,n,p
k,n,p
k,n,p
s,n,p
s,n,p
k,n,p
k,n,p
k,n,p
s,n,p
s,n,p
k,n,p
s,n,p
s,n,p
k,n,p
k,n,p
k,n,p
s,n,p
k,n,p
k,n,p
s,n,p
k,n,p
s,n,p
k,n,p
s,n,p
k,n,p
s,n,p
k,n,p
k,n,p
k,n,p
k,n,p
k,n,p
s,n,p
s,n,p
s,n,p
s,n,p
k,n,p
k,n,p
s,n,p
s,b,e
s,n,p
s,n,p
k,n,p
s,n,p
k,n,p
k,n,p
k,n,p
k,n,p
s,n,p
s,n,p
s,n,p
k,n,p
s,n,p
s,n,p
s,n,p
s,n,p
s,n,p
s,n,p
k,n,p
k,n,p
k,n,p
s,b,e
k,n,p
s,n,p
k,n,p
k,n,p
k,n,p
y,b,p
k,n,p
k,n,p
s,n,p
s,n,p
k,b,e
s,n,p
k,n,p
s,n,p
k,n,p
s,n,p
k,n,p
s,n,p
s,n,p
k,n,p
k,n,p
k,n,p
k,n,p
s,n,p
s,n,p
s,n,p
k,n,p
s,n,p
k,n,p
k,n,p
s,n,p
k,n,p
s,n,p
k,n,p
k,b,e
k,n,p
k,n,p
k,n,p
s,n,p
s,n,p
s,n,p
k,n,p
s,n,p
s,n,p
k,n,p
k,n,p
k,n,p
s,n,p
k,n,p
s,n,p
s,b,e
k,n,p
s,n,p
s,n,p
s,b,e
s,b,e
k,b,e
k,b,e
k,n,p
s,n,p
s,b,e
k,n,p
y,n,p
s,n,p
k,b,e
k,n,p
k,n,p
k,n,p
s,n,p
k,n,p
k,b,e
s,n,p
s,n,p
s,n,p
k,b,e
k,n,p
s,n,p
s,b,e
s,b,e
k,n,p
k,n,p
s,n,p
k,b,e
k,n,p
s,n,p
s,n,p
