@relation 'mushroom-weka.filters.unsupervised.attribute.Remove-V-R15,13,9,20,8,5,23'

@attribute stalk-color-below-ring {b,c,e,g,n,o,p,w,y}
@attribute stalk-surface-below-ring {f,k,s,y}
@attribute gill-color {b,e,g,h,k,n,o,p,r,u,w,y}
@attribute spore-print-color {b,h,k,n,o,r,u,w,y}
@attribute gill-size {b,n}
@attribute odor {a,c,f,l,m,n,p,s,y}
@attribute class {e,p}

@data
p,s,w,n,b,n,e
p,s,u,n,b,n,e
p,s,p,k,b,n,e
w,s,u,n,b,n,e
g,s,p,k,b,n,e
w,s,p,k,n,p,p
w,s,k,k,b,n,e
p,s,w,n,b,n,e
g,s,p,n,b,n,e
w,s,w,n,n,p,p
g,s,u,k,b,n,e
w,f,h,k,b,n,e
g,s,u,k,b,n,e
w,s,k,n,b,n,e
w,f,h,n,b,n,e
w,s,p,k,b,n,e
g,s,w,n,b,n,e
w,f,k,k,b,n,e
p,s,n,n,b,n,e
w,s,h,k,b,n,e
w,f,k,k,b,n,e
w,f,h,n,b,n,e
w,s,w,k,n,p,p
w,s,p,k,b,n,e
w,s,k,n,b,n,e
w,s,n,n,n,p,p
g,s,n,n,b,n,e
p,s,u,n,b,n,e
w,f,p,n,b,n,e
g,s,p,k,b,n,e
w,s,p,n,b,n,e
w,f,h,k,b,n,e
w,s,k,k,b,l,e
w,s,p,n,b,n,e
g,s,u,n,b,n,e
w,s,n,k,b,n,e
w,s,n,n,b,n,e
w,s,n,n,n,p,p
p,s,w,n,b,n,e
w,s,n,k,n,p,p
w,s,w,n,n,p,p
p,s,p,n,b,n,e
w,f,h,n,b,n,e
w,s,p,n,b,n,e
w,f,h,k,b,n,e
g,s,w,n,b,n,e
w,s,p,n,b,n,e
w,f,p,k,b,n,e
w,f,k,k,b,n,e
w,f,k,k,b,n,e
g,s,w,n,b,n,e
w,s,u,n,b,n,e
w,f,k,k,b,n,e
g,s,w,k,b,n,e
w,s,w,n,n,p,p
w,y,n,n,b,l,e
w,s,p,k,n,p,p
w,s,h,n,b,n,e
w,f,n,k,b,n,e
w,s,w,n,n,p,p
w,f,k,n,b,n,e
w,f,n,k,b,n,e
w,s,u,k,b,n,e
w,s,k,k,b,n,e
w,s,k,n,b,n,e
w,s,p,n,b,n,e
w,s,h,k,b,n,e
w,s,n,n,n,a,e
w,s,n,n,n,a,e
w,f,p,n,b,n,e
w,s,u,n,b,n,e
p,s,n,k,b,n,e
g,s,u,n,b,n,e
w,f,k,k,b,n,e
w,s,u,n,b,n,e
p,s,n,k,b,n,e
w,s,p,k,b,n,e
p,s,n,n,b,n,e
w,f,h,k,b,n,e
w,s,k,k,b,l,e
p,s,u,k,b,n,e
w,f,h,n,b,n,e
p,s,w,k,b,n,e
g,s,p,k,b,n,e
g,s,u,k,b,n,e
w,s,p,n,b,n,e
w,s,k,k,b,n,e
w,f,p,n,b,n,e
w,s,n,k,b,n,e
p,s,w,k,b,n,e
w,s,w,n,b,n,e
w,s,n,k,b,n,e
w,f,k,n,b,n,e
w,f,n,n,b,n,e
w,s,n,k,b,n,e
w,y,p,n,b,a,e
p,s,u,n,b,n,e
w,s,h,k,b,n,e
g,s,p,k,b,n,e
p,s,n,n,b,n,e
w,s,k,n,b,n,e
w,s,k,k,b,a,e
w,s,p,n,b,n,e
w,s,p,n,b,n,e
w,s,u,n,b,n,e
w,f,k,k,b,n,e
p,s,u,n,b,n,e
g,s,p,n,b,n,e
w,f,p,n,b,n,e
w,s,n,k,b,a,e
w,s,n,n,b,n,e
w,s,n,n,n,p,p
w,s,p,n,b,n,e
w,s,n,n,b,n,e
w,f,n,n,b,n,e
w,s,u,k,b,n,e
p,s,p,n,b,n,e
w,s,n,k,n,p,p
w,s,p,n,b,n,e
g,s,n,k,b,n,e
p,s,n,k,b,n,e
g,s,n,k,b,n,e
p,s,w,n,b,n,e
g,s,u,k,b,n,e
w,s,p,n,n,p,p
w,s,k,k,b,l,e
p,s,n,n,b,n,e
w,s,w,n,b,n,e
w,f,n,n,b,n,e
p,s,u,n,b,n,e
w,s,k,n,b,n,e
w,s,p,n,b,n,e
g,s,n,n,b,n,e
p,s,u,n,b,n,e
w,f,n,k,b,n,e
w,s,n,k,b,n,e
w,f,h,n,b,n,e
w,s,p,k,b,n,e
g,s,n,n,b,n,e
w,s,p,k,n,p,p
g,s,p,k,b,n,e
w,f,k,n,b,n,e
w,s,g,n,b,a,e
w,f,h,n,b,n,e
w,f,k,k,b,n,e
w,s,p,k,b,n,e
w,s,n,n,b,n,e
w,s,p,k,b,n,e
w,s,n,k,n,p,p
w,s,k,n,b,n,e
g,s,p,k,b,n,e
w,s,p,n,b,n,e
w,s,w,n,b,n,e
g,s,p,n,b,n,e
p,s,w,n,b,n,e
g,s,u,k,b,n,e
w,s,p,n,b,n,e
p,s,u,k,b,n,e
w,s,w,k,b,n,e
w,s,p,k,b,n,e
w,s,w,k,b,n,e
p,s,u,n,b,n,e
w,s,w,n,n,p,p
g,s,n,n,b,n,e
w,s,p,k,b,n,e
g,s,p,n,b,n,e
g,s,w,k,b,n,e
p,s,n,k,b,n,e
p,s,n,k,b,n,e
w,s,u,k,b,n,e
w,s,p,n,b,n,e
w,s,n,n,b,n,e
p,s,p,k,b,n,e
p,s,u,k,b,n,e
p,s,w,k,b,n,e
g,s,u,n,b,n,e
g,s,p,n,b,n,e
p,s,n,k,b,n,e
b,k,p,h,b,f,p
w,s,p,k,n,p,p
w,s,n,k,b,n,e
w,s,h,n,b,n,e
w,s,u,n,b,n,e
w,s,n,n,b,n,e
g,s,w,n,b,n,e
w,s,u,n,b,n,e
w,s,w,n,b,n,e
p,s,u,k,b,n,e
g,s,n,n,b,n,e
g,s,w,k,b,n,e
w,s,w,k,b,n,e
g,s,u,k,b,n,e
w,s,p,n,b,n,e
w,s,n,k,b,n,e
g,s,p,n,b,n,e
w,s,n,k,b,n,e
g,s,n,n,b,n,e
w,s,n,n,n,p,p
w,s,u,n,b,n,e
w,s,w,k,n,p,p
p,s,u,k,b,n,e
g,s,p,k,b,n,e
g,s,u,n,b,n,e
g,s,p,n,b,n,e
g,s,n,n,b,n,e
p,s,p,n,b,n,e
g,s,n,n,b,n,e
g,s,u,n,b,n,e
p,s,w,n,b,n,e
g,s,u,k,b,n,e
g,s,u,k,b,n,e
w,s,p,n,b,n,e
p,s,p,k,b,n,e
p,s,u,k,b,n,e
p,s,u,n,b,n,e
p,s,n,n,b,n,e
w,s,w,n,b,n,e
g,s,p,k,b,n,e
g,s,n,k,b,n,e
g,s,p,n,b,n,e
p,s,p,k,b,n,e
g,s,n,n,b,n,e
g,s,n,n,b,n,e
w,s,n,k,b,n,e
g,s,n,n,b,n,e
p,s,p,k,b,n,e
w,s,w,k,b,n,e
w,s,p,n,b,n,e
p,k,p,h,b,f,p
w,s,u,k,b,n,e
g,s,w,n,b,n,e
p,s,u,n,b,n,e
w,s,p,n,b,n,e
p,s,w,k,b,n,e
g,s,p,k,b,n,e
g,s,p,k,b,n,e
p,s,p,k,b,n,e
w,s,n,k,b,n,e
p,s,w,k,b,n,e
w,s,u,n,b,n,e
w,s,u,k,b,n,e
g,s,w,k,b,n,e
w,s,k,n,b,n,e
g,s,u,k,b,n,e
g,s,p,k,b,n,e
w,s,n,n,b,n,e
p,s,n,k,b,n,e
p,s,u,k,b,n,e
p,s,n,n,b,n,e
p,s,p,n,b,n,e
w,f,p,n,b,n,e
w,s,w,n,b,n,e
p,s,w,k,b,n,e
g,s,p,k,b,n,e
w,s,w,k,b,n,e
w,s,u,n,b,n,e
p,s,u,k,b,n,e
p,s,w,k,b,n,e
w,s,w,k,b,n,e
p,s,w,n,b,n,e
w,s,g,n,n,c,p
p,s,p,n,b,n,e
w,s,n,k,b,n,e
p,s,p,k,b,n,e
w,s,p,n,b,n,e
g,s,w,n,b,n,e
w,s,w,n,b,n,e
w,s,p,n,b,n,e
w,s,n,k,b,n,e
w,s,w,k,b,n,e
w,s,w,n,b,n,e
p,s,p,k,b,n,e
w,s,n,n,b,n,e
g,s,u,n,b,n,e
g,s,w,n,b,n,e
p,s,p,k,b,n,e
p,s,n,n,b,n,e
w,f,k,n,b,n,e
g,s,p,k,b,n,e
w,s,p,k,b,n,e
w,s,p,n,b,n,e
p,s,w,k,b,n,e
w,s,p,n,b,n,e
g,s,p,n,b,n,e
g,s,p,k,b,n,e
w,s,p,k,b,n,e
g,s,p,n,b,n,e
w,f,h,k,b,n,e
p,k,g,h,b,f,p
w,s,p,k,b,n,e
g,s,w,n,b,n,e
w,s,w,k,n,p,p
w,s,u,k,b,n,e
w,s,n,n,b,n,e
g,s,n,k,b,n,e
w,s,n,k,b,n,e
p,s,p,n,b,n,e
w,f,n,n,b,n,e
w,s,u,n,b,n,e
w,s,n,k,b,n,e
g,s,u,n,b,n,e
p,s,w,k,b,n,e
w,f,h,n,b,n,e
w,s,p,n,b,n,e
w,s,w,k,b,n,e
p,s,p,k,b,n,e
w,s,u,n,b,n,e
g,s,w,n,b,n,e
w,s,u,n,b,n,e
p,s,n,n,b,n,e
w,s,n,n,b,n,e
p,s,w,k,b,n,e
g,s,n,k,b,n,e
p,s,w,n,b,n,e
g,s,w,k,b,n,e
w,s,n,k,b,n,e
w,f,h,k,b,n,e
g,s,p,n,b,n,e
w,s,p,k,b,n,e
g,s,p,n,b,n,e
w,s,n,n,b,n,e
w,f,n,k,b,n,e
p,s,n,k,b,n,e
w,s,u,k,b,n,e
g,s,n,k,b,n,e
p,s,u,n,b,n,e
g,s,u,k,b,n,e
p,s,w,n,b,n,e
w,s,n,n,b,n,e
w,s,w,n,b,n,e
g,s,p,k,b,n,e
g,s,u,n,b,n,e
g,s,p,n,b,n,e
g,s,n,k,b,n,e
p,s,p,k,b,n,e
w,s,n,k,n,c,p
w,s,w,k,b,n,e
g,s,p,n,b,n,e
w,s,p,k,n,p,p
g,s,u,k,b,n,e
g,s,u,k,b,n,e
g,s,n,k,b,n,e
w,s,n,n,b,n,e
g,s,p,k,b,n,e
g,s,p,n,b,n,e
w,s,n,k,b,n,e
p,s,p,n,b,n,e
w,f,p,n,b,n,e
p,s,w,n,b,n,e
p,s,p,k,b,n,e
p,s,p,n,b,n,e
p,s,u,k,b,n,e
w,s,w,n,b,n,e
w,s,w,k,b,n,e
g,s,w,k,b,n,e
p,s,n,n,b,n,e
g,s,p,n,b,n,e
w,s,p,k,b,n,e
w,s,n,k,b,n,e
w,s,w,n,b,n,e
p,s,w,n,b,n,e
g,s,n,k,b,n,e
p,s,p,n,b,n,e
p,s,u,n,b,n,e
g,s,w,k,b,n,e
g,s,w,k,b,n,e
w,s,p,k,b,n,e
p,s,w,k,b,n,e
w,s,p,k,b,n,e
w,s,n,n,b,n,e
p,s,w,k,b,n,e
p,s,w,k,b,n,e
g,s,p,k,b,n,e
p,s,w,k,b,n,e
g,s,u,n,b,n,e
p,s,u,k,b,n,e
w,s,w,n,b,n,e
p,s,u,n,b,n,e
w,s,w,k,b,n,e
w,s,w,k,b,n,e
g,s,w,k,b,n,e
p,s,w,k,b,n,e
p,s,n,k,b,n,e
g,s,u,n,b,n,e
g,s,u,n,b,n,e
g,s,w,n,b,n,e
p,s,p,n,b,n,e
p,s,u,n,b,n,e
g,s,w,n,b,n,e
p,s,n,n,b,n,e
w,s,u,n,b,n,e
p,s,u,k,b,n,e
w,s,u,n,b,n,e
w,s,w,n,b,n,e
p,s,p,n,b,n,e
p,s,u,k,b,n,e
w,f,h,n,b,n,e
g,s,w,n,b,n,e
w,f,n,n,b,n,e
w,s,u,n,b,n,e
w,s,w,k,b,n,e
w,s,w,n,n,p,p
g,s,n,k,b,n,e
w,s,w,k,b,n,e
g,s,w,n,b,n,e
g,s,n,k,b,n,e
w,s,n,k,b,n,e
g,s,p,n,b,n,e
w,s,n,k,b,n,e
g,s,n,n,b,n,e
w,s,n,n,b,n,e
w,s,p,k,b,n,e
p,s,u,k,b,n,e
p,s,n,k,b,n,e
g,s,w,k,b,n,e
g,s,p,k,b,n,e
w,s,n,k,b,n,e
w,s,k,n,b,n,e
w,s,n,k,b,n,e
g,s,w,k,b,n,e
w,s,w,k,b,n,e
g,s,p,n,b,n,e
p,s,n,k,b,n,e
p,s,u,n,b,n,e
g,s,p,n,b,n,e
w,s,w,n,n,p,p
g,s,w,k,b,n,e
w,s,k,k,b,n,e
w,f,p,n,b,n,e
g,s,p,k,b,n,e
g,s,n,k,b,n,e
g,s,n,k,b,n,e
g,s,n,k,b,n,e
g,s,u,k,b,n,e
p,s,w,n,b,n,e
n,k,h,h,b,f,p
g,s,w,k,b,n,e
w,s,h,k,b,n,e
w,s,n,n,n,p,p
p,s,p,n,b,n,e
w,s,n,n,b,n,e
p,s,p,k,b,n,e
w,s,u,k,b,n,e
p,s,w,k,b,n,e
p,s,u,n,b,n,e
w,s,u,k,b,n,e
g,s,u,k,b,n,e
p,s,n,n,b,n,e
g,s,u,n,b,n,e
w,s,n,k,b,n,e
w,s,n,k,n,p,p
w,s,n,k,b,n,e
p,s,p,k,b,n,e
p,s,w,k,b,n,e
p,s,p,k,b,n,e
w,s,w,n,b,n,e
w,s,w,n,b,n,e
w,s,w,n,b,n,e
w,s,w,k,b,n,e
g,s,n,n,b,n,e
w,s,p,k,b,n,e
p,s,p,n,b,n,e
p,s,p,n,b,n,e
p,s,n,k,b,n,e
p,s,u,n,b,n,e
p,s,p,k,b,n,e
p,s,w,n,b,n,e
w,s,u,k,b,n,e
g,s,p,k,b,n,e
g,s,p,k,b,n,e
g,s,u,n,b,n,e
w,s,p,n,b,n,e
p,s,p,k,b,n,e
p,s,n,n,b,n,e
w,s,u,n,b,n,e
g,s,p,n,b,n,e
w,s,g,k,n,c,p
p,s,u,n,b,n,e
g,s,w,k,b,n,e
p,s,w,k,b,n,e
g,s,u,n,b,n,e
g,s,n,k,b,n,e
g,s,w,n,b,n,e
w,s,n,n,b,n,e
w,s,p,k,b,n,e
g,s,u,n,b,n,e
g,s,p,n,b,n,e
g,s,u,n,b,n,e
g,s,p,k,b,n,e
w,s,u,k,b,n,e
w,s,u,n,b,n,e
p,s,w,k,b,n,e
w,s,n,k,b,n,e
b,k,h,h,b,f,p
p,s,u,k,b,n,e
p,s,p,n,b,n,e
g,s,w,k,b,n,e
w,s,p,n,b,n,e
w,s,p,k,b,n,e
w,s,n,k,b,n,e
w,s,p,n,b,n,e
p,s,w,n,b,n,e
w,f,k,n,b,n,e
w,s,n,k,b,n,e
p,s,p,k,b,n,e
p,s,p,k,b,n,e
w,s,n,n,b,n,e
w,s,p,n,b,n,e
g,s,p,k,b,n,e
p,s,w,n,b,n,e
p,s,w,k,b,n,e
w,s,p,k,b,n,e
w,s,n,k,b,n,e
p,s,u,k,b,n,e
w,s,u,n,b,n,e
g,s,p,k,b,n,e
p,s,p,n,b,n,e
w,s,p,k,b,n,e
p,s,u,k,b,n,e
p,s,w,k,b,n,e
g,s,p,k,b,n,e
g,s,p,n,b,n,e
g,s,w,k,b,n,e
w,s,w,n,b,n,e
p,s,p,n,b,n,e
p,s,n,n,b,n,e
g,s,w,k,b,n,e
g,s,u,k,b,n,e
w,s,k,k,n,p,p
w,s,n,n,b,n,e
p,s,u,k,b,n,e
g,s,n,k,b,n,e
w,s,u,n,n,c,p
p,s,w,k,b,n,e
g,s,p,k,b,n,e
w,s,p,n,b,n,e
g,s,u,k,b,n,e
w,s,k,n,b,n,e
p,s,p,n,b,n,e
p,s,n,n,b,n,e
p,s,n,n,b,n,e
w,s,n,n,b,n,e
w,s,n,k,b,n,e
p,s,w,n,b,n,e
p,s,p,k,b,n,e
w,s,p,n,n,p,p
w,s,u,n,b,n,e
w,s,w,k,b,n,e
p,s,n,n,b,n,e
g,s,p,k,b,n,e
w,f,h,k,b,n,e
w,s,k,n,b,n,e
p,s,w,k,b,n,e
g,s,n,n,b,n,e
g,s,p,n,b,n,e
p,s,u,n,b,n,e
w,s,p,n,b,n,e
p,s,w,k,b,n,e
w,s,w,k,b,n,e
g,s,w,k,b,n,e
p,s,n,n,b,n,e
p,s,w,n,b,n,e
w,s,p,n,n,c,p
p,s,u,k,b,n,e
p,s,p,n,b,n,e
w,s,u,k,b,n,e
g,s,p,k,b,n,e
p,s,w,k,b,n,e
w,s,n,n,b,n,e
p,s,u,n,b,n,e
p,s,p,k,b,n,e
g,s,n,n,b,n,e
g,s,p,k,b,n,e
w,s,n,k,b,n,e
p,s,n,n,b,n,e
w,s,n,k,b,n,e
w,s,u,n,b,n,e
w,s,w,k,b,n,e
p,s,p,k,b,n,e
w,s,p,n,b,n,e
p,s,n,n,b,n,e
p,s,w,k,b,n,e
p,s,n,k,b,n,e
b,k,g,h,b,f,p
p,s,u,k,b,n,e
g,s,u,k,b,n,e
b,k,h,h,b,f,p
w,s,n,k,b,n,e
g,s,n,k,b,n,e
n,k,h,h,b,f,p
w,s,n,n,n,c,p
w,s,u,k,b,n,e
g,s,p,n,b,n,e
p,s,u,n,b,n,e
p,s,w,k,b,n,e
g,s,n,n,b,n,e
g,s,n,n,b,n,e
p,s,w,n,b,n,e
p,s,p,k,b,n,e
w,s,w,k,b,n,e
g,s,u,k,b,n,e
g,s,p,k,b,n,e
w,s,u,n,b,n,e
g,s,n,k,b,n,e
g,s,p,k,b,n,e
p,s,u,n,b,n,e
g,s,w,n,b,n,e
g,s,u,n,b,n,e
w,s,n,n,b,n,e
g,s,u,k,b,n,e
w,s,g,k,n,c,p
p,s,u,k,b,n,e
w,s,w,n,b,n,e
g,s,n,n,b,n,e
p,s,n,k,b,n,e
p,s,w,k,b,n,e
p,k,p,h,b,f,p
p,s,n,k,b,n,e
g,s,p,n,b,n,e
w,s,w,k,b,n,e
p,s,p,n,b,n,e
p,k,p,h,b,f,p
g,s,w,n,b,n,e
p,s,p,k,b,n,e
w,s,p,k,b,n,e
w,s,n,k,b,n,e
g,s,u,n,b,n,e
g,s,n,k,b,n,e
g,s,p,k,b,n,e
p,s,n,k,b,n,e
w,s,n,k,b,n,e
g,s,p,n,b,n,e
g,s,n,n,b,n,e
p,s,n,k,b,n,e
g,s,w,n,b,n,e
p,s,p,n,b,n,e
g,s,w,n,b,n,e
g,s,u,k,b,n,e
g,s,w,n,b,n,e
g,s,p,n,b,n,e
p,s,p,k,b,n,e
w,s,n,n,b,n,e
w,s,p,k,b,n,e
p,s,w,n,b,n,e
n,k,g,h,b,f,p
w,s,n,k,b,n,e
g,s,w,n,b,n,e
g,s,n,n,b,n,e
p,s,n,n,b,n,e
w,s,w,k,b,n,e
w,s,u,k,b,n,e
g,s,n,k,b,n,e
g,s,n,k,b,n,e
w,s,w,k,b,n,e
w,s,n,n,b,n,e
n,k,g,h,b,f,p
w,s,p,n,b,n,e
g,s,n,n,b,n,e
p,s,n,k,b,n,e
g,s,n,n,b,n,e
p,s,p,k,b,n,e
w,s,w,n,b,n,e
g,s,u,n,b,n,e
g,s,n,n,b,n,e
g,s,p,k,b,n,e
p,s,w,k,b,n,e
w,s,p,n,b,n,e
w,s,u,n,b,n,e
w,s,w,n,b,n,e
g,s,p,k,b,n,e
g,s,u,n,b,n,e
p,s,n,n,b,n,e
g,s,n,n,b,n,e
g,s,u,k,b,n,e
g,s,p,n,b,n,e
g,s,w,n,b,n,e
w,s,p,n,b,n,e
w,s,g,n,n,c,p
p,s,n,n,b,n,e
g,s,w,n,b,n,e
w,f,p,k,b,n,e
w,s,w,n,b,n,e
w,s,n,n,b,n,e
g,s,w,n,b,n,e
w,s,w,n,b,n,e
g,s,p,n,b,n,e
g,s,n,n,b,n,e
g,s,n,n,b,n,e
g,s,n,n,b,n,e
g,s,p,k,b,n,e
g,s,u,k,b,n,e
w,s,p,n,b,n,e
w,s,w,k,b,n,e
g,s,u,k,b,n,e
p,s,w,n,b,n,e
w,s,u,n,b,n,e
p,s,p,k,b,n,e
w,f,h,k,b,n,e
g,s,p,n,b,n,e
g,s,u,k,b,n,e
g,s,n,n,b,n,e
g,s,w,k,b,n,e
g,s,u,n,b,n,e
w,s,w,k,b,n,e
g,s,p,k,b,n,e
w,s,w,k,b,n,e
w,s,u,k,b,n,e
g,s,p,k,b,n,e
w,s,w,k,b,n,e
w,s,w,n,b,n,e
w,s,p,n,b,n,e
g,s,p,n,b,n,e
p,s,p,n,b,n,e
p,s,n,k,b,n,e
w,s,p,k,b,n,e
g,s,u,k,b,n,e
g,s,n,n,b,n,e
g,s,n,k,b,n,e
g,s,w,n,b,n,e
p,s,u,n,b,n,e
p,s,w,n,b,n,e
w,s,n,n,b,n,e
g,s,p,n,b,n,e
p,s,w,n,b,n,e
g,s,w,k,b,n,e
p,s,u,k,b,n,e
p,s,n,k,b,n,e
p,s,u,n,b,n,e
w,s,u,n,b,n,e
p,s,n,k,b,n,e
p,s,p,n,b,n,e
p,s,n,n,b,n,e
g,s,u,k,b,n,e
w,s,p,n,n,c,p
w,s,p,k,b,n,e
w,s,w,n,b,n,e
p,s,w,n,b,n,e
p,s,n,n,b,n,e
g,s,w,k,b,n,e
w,s,w,k,b,n,e
w,s,n,n,b,n,e
g,s,w,k,b,n,e
p,s,w,n,b,n,e
w,s,p,k,b,n,e
g,s,p,n,b,n,e
g,s,n,n,b,n,e
p,s,p,k,b,n,e
p,k,h,h,b,f,p
w,s,w,n,b,n,e
g,s,u,k,b,n,e
w,s,n,n,b,n,e
g,s,n,k,b,n,e
w,s,n,k,b,n,e
g,s,w,n,b,n,e
p,s,u,k,b,n,e
g,s,w,k,b,n,e
w,s,u,n,b,n,e
g,s,w,k,b,n,e
g,s,n,k,b,n,e
w,s,u,k,b,n,e
w,s,u,k,b,n,e
p,s,p,n,b,n,e
p,s,u,n,b,n,e
p,s,u,k,b,n,e
g,s,p,n,b,n,e
w,s,p,k,b,n,e
p,s,p,n,b,n,e
p,s,w,n,b,n,e
w,s,w,k,b,n,e
w,s,u,k,b,n,e
w,s,u,n,b,n,e
p,s,n,n,b,n,e
p,s,p,n,b,n,e
w,s,p,n,b,n,e
p,s,n,k,b,n,e
p,s,u,k,b,n,e
g,s,p,n,b,n,e
g,s,u,n,b,n,e
p,s,p,k,b,n,e
w,s,u,n,b,n,e
w,s,h,k,b,n,e
g,s,n,n,b,n,e
p,s,w,n,b,n,e
p,s,n,k,b,n,e
w,s,u,k,b,n,e
g,s,u,n,b,n,e
g,s,n,k,b,n,e
g,s,w,k,b,n,e
g,s,w,k,b,n,e
w,s,u,k,b,n,e
w,s,u,n,b,n,e
w,s,p,n,b,n,e
w,s,u,k,b,n,e
g,s,p,k,b,n,e
g,s,w,n,b,n,e
w,s,w,n,b,n,e
g,s,n,k,b,n,e
w,s,u,k,b,n,e
g,s,n,n,b,n,e
w,s,p,k,n,c,p
w,s,n,n,b,n,e
p,s,p,n,b,n,e
p,s,n,k,b,n,e
g,s,w,k,b,n,e
p,s,w,n,b,n,e
g,s,p,n,b,n,e
p,s,w,k,b,n,e
p,s,n,n,b,n,e
w,s,p,k,b,n,e
w,s,w,n,b,n,e
w,s,u,k,b,n,e
w,s,u,k,b,n,e
g,s,w,k,b,n,e
g,s,u,n,b,n,e
p,s,u,n,b,n,e
p,s,n,n,b,n,e
p,k,g,h,b,f,p
w,s,w,n,b,n,e
g,s,w,k,b,n,e
g,s,u,n,b,n,e
p,k,g,h,b,f,p
w,s,u,n,b,n,e
p,s,n,n,b,n,e
g,s,u,k,b,n,e
g,s,p,k,b,n,e
p,s,p,n,b,n,e
p,s,p,n,b,n,e
p,s,n,k,b,n,e
p,s,n,n,b,n,e
p,s,w,k,b,n,e
p,s,u,k,b,n,e
p,s,p,n,b,n,e
w,s,u,k,b,n,e
w,s,p,k,b,n,e
g,s,p,k,b,n,e
w,s,n,k,b,n,e
w,s,w,n,b,n,e
g,s,w,n,b,n,e
w,f,p,k,b,n,e
w,s,p,k,b,n,e
w,s,p,n,b,n,e
p,s,w,k,b,n,e
w,s,u,n,b,n,e
g,s,w,k,b,n,e
g,s,w,n,b,n,e
w,s,n,n,b,n,e
g,s,w,k,b,n,e
w,s,g,n,n,c,p
p,s,p,n,b,n,e
p,s,n,k,b,n,e
w,s,w,n,b,n,e
w,s,h,n,b,n,e
w,s,n,n,b,n,e
p,s,n,n,b,n,e
g,s,w,n,b,n,e
p,s,w,k,b,n,e
p,s,n,k,b,n,e
g,s,n,k,b,n,e
g,s,n,n,b,n,e
w,s,n,n,b,n,e
w,s,n,k,b,n,e
g,s,w,n,b,n,e
w,s,p,n,b,n,e
w,s,p,n,b,n,e
p,s,n,n,b,n,e
p,s,w,n,b,n,e
w,s,w,k,b,n,e
w,f,n,k,b,n,e
g,s,w,n,b,n,e
g,s,n,n,b,n,e
p,s,u,k,b,n,e
p,s,p,n,b,n,e
g,s,n,n,b,n,e
w,s,u,k,b,n,e
w,s,u,k,b,n,e
g,s,p,n,b,n,e
p,s,u,k,b,n,e
g,s,n,k,b,n,e
p,s,p,n,b,n,e
p,s,p,n,b,n,e
p,s,w,k,b,n,e
p,s,u,k,b,n,e
w,s,u,n,b,n,e
p,s,n,k,b,n,e
w,s,n,k,b,n,e
p,s,w,n,b,n,e
p,s,w,n,b,n,e
p,s,n,n,b,n,e
p,s,u,k,b,n,e
g,s,u,k,b,n,e
g,s,u,k,b,n,e
w,s,u,k,n,c,p
g,s,p,n,b,n,e
p,s,p,n,b,n,e
w,f,p,n,b,n,e
g,s,p,k,b,n,e
p,s,u,k,b,n,e
w,s,u,k,b,n,e
w,s,n,n,b,n,e
p,s,w,n,b,n,e
p,s,w,k,b,n,e
p,s,w,n,b,n,e
p,s,u,n,b,n,e
p,s,n,n,b,n,e
g,s,w,n,b,n,e
g,s,w,n,b,n,e
w,s,u,n,b,n,e
w,s,p,k,b,n,e
w,s,p,k,b,n,e
w,s,u,n,b,n,e
w,s,u,k,n,c,p
p,s,w,k,b,n,e
g,s,w,k,b,n,e
w,s,u,k,b,n,e
g,s,n,k,b,n,e
g,s,n,k,b,n,e
p,s,n,n,b,n,e
p,s,u,n,b,n,e
g,s,p,n,b,n,e
w,s,u,k,b,n,e
w,s,p,k,b,n,e
g,s,w,n,b,n,e
w,s,u,n,b,n,e
w,s,p,k,b,n,e
p,s,p,n,b,n,e
p,s,w,n,b,n,e
w,s,n,k,b,n,e
p,s,w,n,b,n,e
g,s,p,n,b,n,e
w,s,p,n,b,n,e
w,s,p,n,b,n,e
w,f,k,k,b,n,e
p,s,w,k,b,n,e
w,s,n,n,b,n,e
p,s,u,k,b,n,e
p,s,n,k,b,n,e
g,s,n,k,b,n,e
w,s,n,k,n,c,p
p,s,w,k,b,n,e
g,s,w,k,b,n,e
w,s,k,k,b,n,e
g,s,u,k,b,n,e
w,s,u,n,n,c,p
p,s,p,k,b,n,e
p,s,p,k,b,n,e
g,s,u,k,b,n,e
p,s,p,k,b,n,e
g,s,u,k,b,n,e
w,s,n,n,b,n,e
p,s,n,k,b,n,e
w,s,w,n,b,n,e
p,s,p,n,b,n,e
w,s,n,n,b,n,e
p,k,h,h,b,f,p
w,s,n,n,b,n,e
w,s,w,k,b,n,e
g,s,n,k,b,n,e
p,s,p,k,b,n,e
w,s,p,k,b,n,e
p,s,p,n,b,n,e
w,s,n,n,b,n,e
g,s,n,n,b,n,e
w,s,p,n,b,n,e
p,s,u,k,b,n,e
g,s,w,k,b,n,e
g,s,u,n,b,n,e
p,s,n,n,b,n,e
p,s,p,k,b,n,e
w,s,w,k,b,n,e
g,s,u,n,b,n,e
g,s,w,k,b,n,e
p,s,u,n,b,n,e
w,s,u,k,b,n,e
p,s,u,k,b,n,e
w,s,n,k,b,n,e
w,s,w,n,b,n,e
n,k,g,h,b,f,p
g,s,p,k,b,n,e
p,s,n,n,b,n,e
w,s,p,n,b,n,e
w,s,w,n,b,n,e
w,s,n,k,b,n,e
g,s,p,k,b,n,e
