@relation 'mushroom-weka.filters.unsupervised.attribute.Remove-V-R15,13,9,20,8,5,23-weka.filters.unsupervised.attribute.Remove-V-R1-2,4,6,5,7'

@attribute stalk-color-below-ring {b,c,e,g,n,o,p,w,y}
@attribute stalk-surface-below-ring {f,k,s,y}
@attribute spore-print-color {b,h,k,n,o,r,u,w,y}
@attribute odor {a,c,f,l,m,n,p,s,y}
@attribute gill-size {b,n}
@attribute class {e,p}

@data
g,s,k,n,b,e
p,s,n,n,b,e
w,s,n,n,b,e
w,s,n,n,b,e
g,s,k,n,b,e
g,s,n,n,b,e
g,s,n,n,b,e
g,s,k,n,b,e
p,s,k,n,b,e
w,s,k,c,n,p
w,s,k,n,b,e
g,s,n,n,b,e
w,s,k,p,n,p
g,s,k,n,b,e
g,s,k,n,b,e
g,s,k,n,b,e
w,s,n,n,b,e
g,s,k,n,b,e
g,s,n,n,b,e
w,s,k,n,b,e
p,s,n,n,b,e
w,f,n,n,b,e
p,s,n,n,b,e
p,s,k,n,b,e
p,s,n,n,b,e
p,s,k,n,b,e
w,s,n,n,b,e
w,s,k,n,b,e
g,s,k,n,b,e
p,s,n,n,b,e
g,s,n,n,b,e
w,s,k,n,b,e
w,s,k,n,b,e
w,s,n,n,b,e
p,s,n,n,b,e
g,s,k,n,b,e
p,s,n,n,b,e
p,s,n,n,b,e
g,s,k,n,b,e
g,s,k,n,b,e
w,s,k,n,b,e
p,s,k,n,b,e
w,s,k,n,b,e
w,s,n,n,b,e
p,s,k,n,b,e
p,s,k,n,b,e
g,s,k,n,b,e
p,s,k,n,b,e
g,s,n,n,b,e
p,s,k,n,b,e
w,s,n,n,b,e
p,s,n,n,b,e
w,s,k,n,b,e
w,s,k,n,b,e
g,s,k,n,b,e
p,s,k,n,b,e
p,s,k,n,b,e
g,s,n,n,b,e
g,s,n,n,b,e
g,s,n,n,b,e
p,s,n,n,b,e
p,s,n,n,b,e
g,s,n,n,b,e
p,s,n,n,b,e
w,s,n,n,b,e
p,s,k,n,b,e
w,s,n,n,b,e
w,s,n,n,b,e
p,s,n,n,b,e
p,s,k,n,b,e
w,f,n,n,b,e
g,s,n,n,b,e
w,f,n,n,b,e
w,s,n,n,b,e
w,s,k,n,b,e
w,s,n,p,n,p
g,s,k,n,b,e
w,s,k,n,b,e
g,s,n,n,b,e
g,s,k,n,b,e
w,s,k,n,b,e
g,s,n,n,b,e
w,s,k,n,b,e
g,s,n,n,b,e
w,s,n,n,b,e
w,s,k,n,b,e
p,s,k,n,b,e
p,s,k,n,b,e
g,s,k,n,b,e
g,s,k,n,b,e
w,s,k,n,b,e
w,s,n,n,b,e
w,s,k,n,b,e
g,s,k,n,b,e
w,s,k,n,b,e
g,s,n,n,b,e
p,s,k,n,b,e
p,s,n,n,b,e
g,s,n,n,b,e
w,s,n,p,n,p
g,s,k,n,b,e
w,s,k,n,b,e
w,f,n,n,b,e
g,s,k,n,b,e
g,s,k,n,b,e
g,s,k,n,b,e
g,s,k,n,b,e
g,s,k,n,b,e
p,s,n,n,b,e
n,k,h,f,b,p
g,s,k,n,b,e
w,s,k,n,b,e
w,s,n,p,n,p
p,s,n,n,b,e
w,s,n,n,b,e
p,s,k,n,b,e
w,s,k,n,b,e
p,s,k,n,b,e
p,s,n,n,b,e
w,s,k,n,b,e
g,s,k,n,b,e
p,s,n,n,b,e
g,s,n,n,b,e
w,s,k,n,b,e
w,s,k,p,n,p
w,s,k,n,b,e
p,s,k,n,b,e
p,s,k,n,b,e
p,s,k,n,b,e
w,s,n,n,b,e
w,s,n,n,b,e
w,s,n,n,b,e
w,s,k,n,b,e
g,s,n,n,b,e
w,s,k,n,b,e
p,s,n,n,b,e
p,s,n,n,b,e
p,s,k,n,b,e
p,s,n,n,b,e
p,s,k,n,b,e
p,s,n,n,b,e
w,s,k,n,b,e
g,s,k,n,b,e
g,s,k,n,b,e
g,s,n,n,b,e
w,s,n,n,b,e
p,s,k,n,b,e
p,s,n,n,b,e
w,s,n,n,b,e
g,s,n,n,b,e
w,s,k,c,n,p
p,s,n,n,b,e
g,s,k,n,b,e
p,s,k,n,b,e
g,s,n,n,b,e
g,s,k,n,b,e
g,s,n,n,b,e
w,s,n,n,b,e
w,s,k,n,b,e
g,s,n,n,b,e
g,s,n,n,b,e
g,s,n,n,b,e
g,s,k,n,b,e
w,s,k,n,b,e
w,s,n,n,b,e
p,s,k,n,b,e
w,s,k,n,b,e
b,k,h,f,b,p
p,s,k,n,b,e
p,s,n,n,b,e
g,s,k,n,b,e
w,s,n,n,b,e
w,s,k,n,b,e
w,s,k,n,b,e
w,s,n,n,b,e
p,s,n,n,b,e
w,f,n,n,b,e
w,s,k,n,b,e
p,s,k,n,b,e
p,s,k,n,b,e
w,s,n,n,b,e
w,s,n,n,b,e
g,s,k,n,b,e
p,s,n,n,b,e
p,s,k,n,b,e
w,s,k,n,b,e
w,s,k,n,b,e
p,s,k,n,b,e
w,s,n,n,b,e
g,s,k,n,b,e
p,s,n,n,b,e
w,s,k,n,b,e
p,s,k,n,b,e
p,s,k,n,b,e
g,s,k,n,b,e
g,s,n,n,b,e
g,s,k,n,b,e
w,s,n,n,b,e
p,s,n,n,b,e
p,s,n,n,b,e
g,s,k,n,b,e
g,s,k,n,b,e
w,s,k,p,n,p
w,s,n,n,b,e
p,s,k,n,b,e
g,s,k,n,b,e
w,s,n,c,n,p
p,s,k,n,b,e
g,s,k,n,b,e
w,s,n,n,b,e
g,s,k,n,b,e
w,s,n,n,b,e
p,s,n,n,b,e
p,s,n,n,b,e
p,s,n,n,b,e
w,s,n,n,b,e
w,s,k,n,b,e
p,s,n,n,b,e
p,s,k,n,b,e
w,s,n,p,n,p
w,s,n,n,b,e
w,s,k,n,b,e
p,s,n,n,b,e
g,s,k,n,b,e
w,f,k,n,b,e
w,s,n,n,b,e
p,s,k,n,b,e
g,s,n,n,b,e
g,s,n,n,b,e
p,s,n,n,b,e
w,s,n,n,b,e
p,s,k,n,b,e
w,s,k,n,b,e
g,s,k,n,b,e
p,s,n,n,b,e
p,s,n,n,b,e
w,s,n,c,n,p
p,s,k,n,b,e
p,s,n,n,b,e
w,s,k,n,b,e
g,s,k,n,b,e
p,s,k,n,b,e
w,s,n,n,b,e
p,s,n,n,b,e
p,s,k,n,b,e
g,s,n,n,b,e
g,s,k,n,b,e
w,s,k,n,b,e
p,s,n,n,b,e
w,s,k,n,b,e
w,s,n,n,b,e
w,s,k,n,b,e
p,s,k,n,b,e
w,s,n,n,b,e
p,s,n,n,b,e
p,s,k,n,b,e
p,s,k,n,b,e
b,k,h,f,b,p
p,s,k,n,b,e
g,s,k,n,b,e
b,k,h,f,b,p
w,s,k,n,b,e
g,s,k,n,b,e
n,k,h,f,b,p
w,s,n,c,n,p
w,s,k,n,b,e
g,s,n,n,b,e
p,s,n,n,b,e
p,s,k,n,b,e
g,s,n,n,b,e
g,s,n,n,b,e
p,s,n,n,b,e
p,s,k,n,b,e
w,s,k,n,b,e
g,s,k,n,b,e
g,s,k,n,b,e
w,s,n,n,b,e
g,s,k,n,b,e
g,s,k,n,b,e
p,s,n,n,b,e
g,s,n,n,b,e
g,s,n,n,b,e
w,s,n,n,b,e
g,s,k,n,b,e
w,s,k,c,n,p
p,s,k,n,b,e
w,s,n,n,b,e
g,s,n,n,b,e
p,s,k,n,b,e
p,s,k,n,b,e
p,k,h,f,b,p
p,s,k,n,b,e
g,s,n,n,b,e
w,s,k,n,b,e
p,s,n,n,b,e
p,k,h,f,b,p
g,s,n,n,b,e
p,s,k,n,b,e
w,s,k,n,b,e
w,s,k,n,b,e
g,s,n,n,b,e
g,s,k,n,b,e
g,s,k,n,b,e
p,s,k,n,b,e
w,s,k,n,b,e
g,s,n,n,b,e
g,s,n,n,b,e
p,s,k,n,b,e
g,s,n,n,b,e
p,s,n,n,b,e
g,s,n,n,b,e
g,s,k,n,b,e
g,s,n,n,b,e
g,s,n,n,b,e
p,s,k,n,b,e
w,s,n,n,b,e
w,s,k,n,b,e
p,s,n,n,b,e
n,k,h,f,b,p
w,s,k,n,b,e
g,s,n,n,b,e
g,s,n,n,b,e
p,s,n,n,b,e
w,s,k,n,b,e
w,s,k,n,b,e
g,s,k,n,b,e
g,s,k,n,b,e
w,s,k,n,b,e
w,s,n,n,b,e
n,k,h,f,b,p
w,s,n,n,b,e
g,s,n,n,b,e
p,s,k,n,b,e
g,s,n,n,b,e
p,s,k,n,b,e
w,s,n,n,b,e
g,s,n,n,b,e
g,s,n,n,b,e
g,s,k,n,b,e
p,s,k,n,b,e
w,s,n,n,b,e
w,s,n,n,b,e
w,s,n,n,b,e
g,s,k,n,b,e
g,s,n,n,b,e
p,s,n,n,b,e
g,s,n,n,b,e
g,s,k,n,b,e
g,s,n,n,b,e
g,s,n,n,b,e
w,s,n,n,b,e
w,s,n,c,n,p
p,s,n,n,b,e
g,s,n,n,b,e
w,f,k,n,b,e
w,s,n,n,b,e
w,s,n,n,b,e
g,s,n,n,b,e
w,s,n,n,b,e
g,s,n,n,b,e
g,s,n,n,b,e
g,s,n,n,b,e
g,s,n,n,b,e
g,s,k,n,b,e
g,s,k,n,b,e
w,s,n,n,b,e
w,s,k,n,b,e
g,s,k,n,b,e
p,s,n,n,b,e
w,s,n,n,b,e
p,s,k,n,b,e
w,f,k,n,b,e
g,s,n,n,b,e
g,s,k,n,b,e
g,s,n,n,b,e
g,s,k,n,b,e
g,s,n,n,b,e
w,s,k,n,b,e
g,s,k,n,b,e
w,s,k,n,b,e
w,s,k,n,b,e
g,s,k,n,b,e
w,s,k,n,b,e
w,s,n,n,b,e
w,s,n,n,b,e
g,s,n,n,b,e
p,s,n,n,b,e
p,s,k,n,b,e
w,s,k,n,b,e
g,s,k,n,b,e
g,s,n,n,b,e
g,s,k,n,b,e
g,s,n,n,b,e
p,s,n,n,b,e
p,s,n,n,b,e
w,s,n,n,b,e
g,s,n,n,b,e
p,s,n,n,b,e
g,s,k,n,b,e
p,s,k,n,b,e
p,s,k,n,b,e
p,s,n,n,b,e
w,s,n,n,b,e
p,s,k,n,b,e
p,s,n,n,b,e
p,s,n,n,b,e
g,s,k,n,b,e
w,s,n,c,n,p
w,s,k,n,b,e
w,s,n,n,b,e
p,s,n,n,b,e
p,s,n,n,b,e
g,s,k,n,b,e
w,s,k,n,b,e
w,s,n,n,b,e
g,s,k,n,b,e
p,s,n,n,b,e
w,s,k,n,b,e
g,s,n,n,b,e
g,s,n,n,b,e
p,s,k,n,b,e
p,k,h,f,b,p
w,s,n,n,b,e
g,s,k,n,b,e
w,s,n,n,b,e
g,s,k,n,b,e
w,s,k,n,b,e
g,s,n,n,b,e
p,s,k,n,b,e
g,s,k,n,b,e
w,s,n,n,b,e
g,s,k,n,b,e
g,s,k,n,b,e
w,s,k,n,b,e
w,s,k,n,b,e
p,s,n,n,b,e
p,s,n,n,b,e
p,s,k,n,b,e
g,s,n,n,b,e
w,s,k,n,b,e
p,s,n,n,b,e
p,s,n,n,b,e
w,s,k,n,b,e
w,s,k,n,b,e
w,s,n,n,b,e
p,s,n,n,b,e
p,s,n,n,b,e
w,s,n,n,b,e
p,s,k,n,b,e
p,s,k,n,b,e
g,s,n,n,b,e
g,s,n,n,b,e
p,s,k,n,b,e
w,s,n,n,b,e
w,s,k,n,b,e
g,s,n,n,b,e
p,s,n,n,b,e
p,s,k,n,b,e
w,s,k,n,b,e
g,s,n,n,b,e
g,s,k,n,b,e
g,s,k,n,b,e
g,s,k,n,b,e
w,s,k,n,b,e
w,s,n,n,b,e
w,s,n,n,b,e
w,s,k,n,b,e
g,s,k,n,b,e
g,s,n,n,b,e
w,s,n,n,b,e
g,s,k,n,b,e
w,s,k,n,b,e
g,s,n,n,b,e
w,s,k,c,n,p
w,s,n,n,b,e
p,s,n,n,b,e
p,s,k,n,b,e
g,s,k,n,b,e
p,s,n,n,b,e
g,s,n,n,b,e
p,s,k,n,b,e
p,s,n,n,b,e
w,s,k,n,b,e
w,s,n,n,b,e
w,s,k,n,b,e
w,s,k,n,b,e
g,s,k,n,b,e
g,s,n,n,b,e
p,s,n,n,b,e
p,s,n,n,b,e
p,k,h,f,b,p
w,s,n,n,b,e
g,s,k,n,b,e
g,s,n,n,b,e
p,k,h,f,b,p
w,s,n,n,b,e
p,s,n,n,b,e
g,s,k,n,b,e
g,s,k,n,b,e
p,s,n,n,b,e
p,s,n,n,b,e
p,s,k,n,b,e
p,s,n,n,b,e
p,s,k,n,b,e
p,s,k,n,b,e
p,s,n,n,b,e
w,s,k,n,b,e
w,s,k,n,b,e
g,s,k,n,b,e
w,s,k,n,b,e
w,s,n,n,b,e
g,s,n,n,b,e
w,f,k,n,b,e
w,s,k,n,b,e
w,s,n,n,b,e
p,s,k,n,b,e
w,s,n,n,b,e
g,s,k,n,b,e
g,s,n,n,b,e
w,s,n,n,b,e
g,s,k,n,b,e
w,s,n,c,n,p
p,s,n,n,b,e
p,s,k,n,b,e
w,s,n,n,b,e
w,s,n,n,b,e
w,s,n,n,b,e
p,s,n,n,b,e
g,s,n,n,b,e
p,s,k,n,b,e
p,s,k,n,b,e
g,s,k,n,b,e
g,s,n,n,b,e
w,s,n,n,b,e
w,s,k,n,b,e
g,s,n,n,b,e
w,s,n,n,b,e
w,s,n,n,b,e
p,s,n,n,b,e
p,s,n,n,b,e
w,s,k,n,b,e
w,f,k,n,b,e
g,s,n,n,b,e
g,s,n,n,b,e
p,s,k,n,b,e
p,s,n,n,b,e
g,s,n,n,b,e
w,s,k,n,b,e
w,s,k,n,b,e
g,s,n,n,b,e
p,s,k,n,b,e
g,s,k,n,b,e
p,s,n,n,b,e
p,s,n,n,b,e
p,s,k,n,b,e
p,s,k,n,b,e
w,s,n,n,b,e
p,s,k,n,b,e
w,s,k,n,b,e
p,s,n,n,b,e
p,s,n,n,b,e
p,s,n,n,b,e
p,s,k,n,b,e
g,s,k,n,b,e
g,s,k,n,b,e
w,s,k,c,n,p
g,s,n,n,b,e
p,s,n,n,b,e
w,f,n,n,b,e
g,s,k,n,b,e
p,s,k,n,b,e
w,s,k,n,b,e
w,s,n,n,b,e
p,s,n,n,b,e
p,s,k,n,b,e
p,s,n,n,b,e
p,s,n,n,b,e
p,s,n,n,b,e
g,s,n,n,b,e
g,s,n,n,b,e
w,s,n,n,b,e
w,s,k,n,b,e
w,s,k,n,b,e
w,s,n,n,b,e
w,s,k,c,n,p
p,s,k,n,b,e
g,s,k,n,b,e
w,s,k,n,b,e
g,s,k,n,b,e
g,s,k,n,b,e
p,s,n,n,b,e
p,s,n,n,b,e
g,s,n,n,b,e
w,s,k,n,b,e
w,s,k,n,b,e
g,s,n,n,b,e
w,s,n,n,b,e
w,s,k,n,b,e
p,s,n,n,b,e
p,s,n,n,b,e
w,s,k,n,b,e
p,s,n,n,b,e
g,s,n,n,b,e
w,s,n,n,b,e
w,s,n,n,b,e
w,f,k,n,b,e
p,s,k,n,b,e
w,s,n,n,b,e
p,s,k,n,b,e
p,s,k,n,b,e
g,s,k,n,b,e
w,s,k,c,n,p
p,s,k,n,b,e
g,s,k,n,b,e
w,s,k,n,b,e
g,s,k,n,b,e
w,s,n,c,n,p
p,s,k,n,b,e
p,s,k,n,b,e
g,s,k,n,b,e
p,s,k,n,b,e
g,s,k,n,b,e
w,s,n,n,b,e
p,s,k,n,b,e
w,s,n,n,b,e
p,s,n,n,b,e
w,s,n,n,b,e
p,k,h,f,b,p
w,s,n,n,b,e
w,s,k,n,b,e
g,s,k,n,b,e
p,s,k,n,b,e
w,s,k,n,b,e
p,s,n,n,b,e
w,s,n,n,b,e
g,s,n,n,b,e
w,s,n,n,b,e
p,s,k,n,b,e
g,s,k,n,b,e
g,s,n,n,b,e
p,s,n,n,b,e
p,s,k,n,b,e
w,s,k,n,b,e
g,s,n,n,b,e
g,s,k,n,b,e
p,s,n,n,b,e
w,s,k,n,b,e
p,s,k,n,b,e
w,s,k,n,b,e
w,s,n,n,b,e
n,k,h,f,b,p
g,s,k,n,b,e
p,s,n,n,b,e
w,s,n,n,b,e
w,s,n,n,b,e
w,s,k,n,b,e
g,s,k,n,b,e
w,s,k,n,b,e
g,s,k,n,b,e
w,s,k,n,b,e
w,s,n,n,b,e
b,k,h,f,b,p
w,s,n,n,b,e
g,s,k,n,b,e
g,s,n,n,b,e
g,s,n,n,b,e
p,s,n,n,b,e
g,s,n,n,b,e
g,s,k,n,b,e
w,s,n,n,b,e
g,s,k,n,b,e
p,s,k,n,b,e
g,s,n,n,b,e
w,s,n,n,b,e
p,s,k,n,b,e
g,s,n,n,b,e
w,s,k,n,b,e
p,s,n,n,b,e
g,s,n,n,b,e
p,s,n,n,b,e
g,s,k,n,b,e
w,s,k,n,b,e
p,s,n,n,b,e
g,s,k,n,b,e
w,s,k,n,b,e
w,s,n,n,b,e
w,s,n,n,b,e
g,s,n,n,b,e
w,s,k,n,b,e
g,s,n,n,b,e
w,s,n,n,b,e
g,s,k,n,b,e
g,s,n,n,b,e
p,s,n,n,b,e
g,s,k,n,b,e
p,s,k,n,b,e
p,s,k,n,b,e
p,s,n,n,b,e
w,s,n,n,b,e
p,s,k,n,b,e
p,s,k,n,b,e
p,s,n,n,b,e
g,s,k,n,b,e
g,s,n,n,b,e
p,s,n,n,b,e
w,s,n,n,b,e
w,s,n,n,b,e
w,s,n,n,b,e
g,s,k,n,b,e
p,s,k,n,b,e
p,s,k,n,b,e
p,s,k,n,b,e
w,s,n,n,b,e
w,s,k,n,b,e
n,k,h,f,b,p
w,s,k,n,b,e
g,s,n,n,b,e
g,s,n,n,b,e
w,s,k,n,b,e
p,s,k,n,b,e
g,s,k,n,b,e
p,s,k,n,b,e
w,s,k,n,b,e
p,s,n,n,b,e
p,s,k,n,b,e
n,k,h,f,b,p
g,s,n,n,b,e
n,k,h,f,b,p
w,s,k,c,n,p
p,s,n,n,b,e
p,s,n,n,b,e
w,s,k,n,b,e
w,s,k,n,b,e
p,k,h,f,b,p
w,s,n,n,b,e
g,s,k,n,b,e
g,s,n,n,b,e
w,s,n,c,n,p
g,s,n,n,b,e
w,s,k,n,b,e
n,k,h,f,b,p
b,k,h,f,b,p
w,s,n,n,b,e
w,s,k,n,b,e
w,s,k,n,b,e
g,s,k,n,b,e
g,s,n,n,b,e
p,s,n,n,b,e
p,s,n,n,b,e
w,s,k,n,b,e
w,s,k,c,n,p
b,k,h,f,b,p
p,s,n,n,b,e
p,s,k,n,b,e
w,s,k,n,b,e
p,s,n,n,b,e
p,s,k,n,b,e
w,s,n,n,b,e
p,k,h,f,b,p
p,s,n,n,b,e
p,s,n,n,b,e
w,s,n,c,n,p
p,s,k,n,b,e
g,s,k,n,b,e
p,k,h,f,b,p
p,k,h,f,b,p
g,s,k,n,b,e
g,s,k,n,b,e
w,s,n,n,b,e
w,s,n,n,b,e
p,s,k,n,b,e
w,s,n,c,n,p
w,s,k,n,b,e
w,s,k,n,b,e
p,s,k,n,b,e
g,s,k,n,b,e
w,s,k,c,n,p
g,s,n,n,b,e
p,s,n,n,b,e
p,s,n,n,b,e
w,s,k,n,b,e
w,s,n,c,n,p
w,s,k,c,n,p
g,s,k,n,b,e
n,k,h,f,b,p
w,s,k,c,n,p
b,k,h,f,b,p
p,s,n,n,b,e
b,k,h,f,b,p
g,s,n,n,b,e
w,s,k,n,b,e
g,s,k,n,b,e
w,s,n,c,n,p
b,k,h,f,b,p
w,s,k,n,b,e
w,s,k,n,b,e
p,s,k,n,b,e
p,k,h,f,b,p
g,s,n,n,b,e
b,k,h,f,b,p
g,s,n,n,b,e
w,s,k,n,b,e
b,k,h,f,b,p
w,s,k,n,b,e
w,s,n,n,b,e
g,s,n,n,b,e
p,k,h,f,b,p
w,s,n,n,b,e
p,s,k,n,b,e
p,k,h,f,b,p
w,s,k,n,b,e
b,k,h,f,b,p
g,s,n,n,b,e
n,k,h,f,b,p
p,k,h,f,b,p
b,k,h,f,b,p
g,s,n,n,b,e
b,k,h,f,b,p
p,s,n,n,b,e
w,s,n,c,n,p
g,s,k,n,b,e
w,s,n,c,n,p
g,s,n,n,b,e
g,s,n,n,b,e
w,s,k,n,b,e
p,s,k,n,b,e
p,k,h,f,b,p
n,k,h,f,b,p
w,s,k,c,n,p
p,s,k,n,b,e
g,s,k,n,b,e
p,s,k,n,b,e
g,s,k,n,b,e
b,k,h,f,b,p
w,s,k,c,n,p
p,s,k,n,b,e
w,s,n,n,b,e
p,s,k,n,b,e
p,s,n,n,b,e
p,s,k,n,b,e
w,s,k,n,b,e
p,s,k,n,b,e
w,s,k,c,n,p
w,s,n,c,n,p
g,s,k,n,b,e
w,s,n,n,b,e
b,k,h,f,b,p
g,s,k,n,b,e
w,s,k,c,n,p
p,s,n,n,b,e
p,s,k,n,b,e
p,s,n,n,b,e
g,s,n,n,b,e
w,s,n,n,b,e
g,s,k,n,b,e
g,s,n,n,b,e
p,s,k,n,b,e
p,s,n,n,b,e
p,s,k,n,b,e
p,s,k,n,b,e
w,s,k,n,b,e
p,s,n,n,b,e
n,k,h,f,b,p
w,s,n,n,b,e
p,s,k,n,b,e
b,k,h,f,b,p
p,s,k,n,b,e
g,s,k,n,b,e
w,s,n,n,b,e
g,s,n,n,b,e
p,s,k,n,b,e
w,s,n,c,n,p
w,s,n,c,n,p
w,s,k,n,b,e
p,s,k,n,b,e
p,s,n,n,b,e
p,k,h,f,b,p
w,s,n,n,b,e
p,s,k,n,b,e
w,s,k,n,b,e
w,s,n,c,n,p
p,s,k,n,b,e
g,s,k,n,b,e
b,k,h,f,b,p
g,s,k,n,b,e
b,k,h,f,b,p
w,s,k,c,n,p
w,s,k,n,b,e
p,k,h,f,b,p
w,s,n,c,n,p
p,k,h,f,b,p
g,s,n,n,b,e
p,k,h,f,b,p
w,s,n,c,n,p
g,s,n,n,b,e
p,s,k,n,b,e
w,s,n,n,b,e
n,k,h,f,b,p
w,s,k,c,n,p
p,s,n,n,b,e
p,s,k,n,b,e
g,s,k,n,b,e
g,s,k,n,b,e
p,k,h,f,b,p
w,s,n,n,b,e
w,s,k,c,n,p
w,s,k,c,n,p
w,s,n,n,b,e
w,s,n,n,b,e
p,s,k,n,b,e
w,s,k,n,b,e
b,k,h,f,b,p
b,k,h,f,b,p
w,s,k,n,b,e
n,k,h,f,b,p
w,s,k,c,n,p
w,s,n,n,b,e
n,k,h,f,b,p
p,s,k,n,b,e
g,s,n,n,b,e
w,s,k,n,b,e
p,s,k,n,b,e
p,s,n,n,b,e
b,k,h,f,b,p
p,s,n,n,b,e
b,k,h,f,b,p
w,s,n,n,b,e
w,s,k,n,b,e
g,s,n,n,b,e
p,k,h,f,b,p
g,s,k,n,b,e
p,s,k,n,b,e
n,k,h,f,b,p
w,s,n,c,n,p
g,s,k,n,b,e
b,k,h,f,b,p
g,s,n,n,b,e
p,s,n,n,b,e
g,s,k,n,b,e
p,s,n,n,b,e
g,s,k,n,b,e
g,s,n,n,b,e
w,s,k,c,n,p
w,s,n,n,b,e
g,s,n,n,b,e
g,s,n,n,b,e
p,s,n,n,b,e
w,s,k,n,b,e
g,s,n,n,b,e
p,s,n,n,b,e
b,k,h,f,b,p
w,s,k,c,n,p
g,s,k,n,b,e
w,s,k,n,b,e
g,s,n,n,b,e
b,k,h,f,b,p
w,s,n,c,n,p
n,k,h,f,b,p
p,s,k,n,b,e
n,k,h,f,b,p
w,s,n,n,b,e
p,s,n,n,b,e
w,s,k,n,b,e
b,k,h,f,b,p
w,s,k,n,b,e
p,s,k,n,b,e
w,s,k,c,n,p
n,k,h,f,b,p
g,s,k,n,b,e
p,k,h,f,b,p
n,k,h,f,b,p
g,s,n,n,b,e
n,k,h,f,b,p
g,s,n,n,b,e
p,s,k,n,b,e
p,s,n,n,b,e
p,s,k,n,b,e
w,s,n,c,n,p
g,s,k,n,b,e
g,s,n,n,b,e
w,s,n,n,b,e
p,s,k,n,b,e
w,s,n,c,n,p
p,k,h,f,b,p
p,s,k,n,b,e
g,s,k,n,b,e
w,s,n,c,n,p
p,s,n,n,b,e
n,k,h,f,b,p
n,k,h,f,b,p
p,s,n,n,b,e
w,s,n,n,b,e
w,s,n,c,n,p
n,k,h,f,b,p
w,s,n,c,n,p
w,s,k,n,b,e
p,s,k,n,b,e
p,s,n,n,b,e
b,k,h,f,b,p
w,s,k,n,b,e
w,s,k,c,n,p
n,k,h,f,b,p
g,s,n,n,b,e
p,s,n,n,b,e
n,k,h,f,b,p
p,k,h,f,b,p
w,s,k,c,n,p
g,s,k,n,b,e
p,k,h,f,b,p
g,s,n,n,b,e
w,s,n,n,b,e
g,s,n,n,b,e
g,s,n,n,b,e
g,s,k,n,b,e
w,s,k,n,b,e
g,s,n,n,b,e
w,s,k,c,n,p
g,s,n,n,b,e
w,s,k,n,b,e
w,s,n,c,n,p
p,s,k,n,b,e
w,s,k,n,b,e
p,k,h,f,b,p
p,s,n,n,b,e
p,k,h,f,b,p
w,s,n,n,b,e
g,s,n,n,b,e
g,s,n,n,b,e
n,k,h,f,b,p
p,s,n,n,b,e
w,s,k,c,n,p
p,s,n,n,b,e
p,s,k,n,b,e
p,s,n,n,b,e
w,s,n,n,b,e
g,s,n,n,b,e
g,s,n,n,b,e
p,k,h,f,b,p
p,s,k,n,b,e
g,s,n,n,b,e
p,s,n,n,b,e
g,s,n,n,b,e
g,s,k,n,b,e
g,s,k,n,b,e
w,s,n,n,b,e
p,s,k,n,b,e
w,s,n,c,n,p
n,k,h,f,b,p
w,s,n,n,b,e
g,s,n,n,b,e
w,s,k,c,n,p
w,s,n,c,n,p
b,k,h,f,b,p
p,s,k,n,b,e
p,s,k,n,b,e
w,s,k,c,n,p
p,s,n,n,b,e
p,s,k,n,b,e
p,k,h,f,b,p
p,s,k,n,b,e
g,s,k,n,b,e
w,s,k,c,n,p
g,s,n,n,b,e
n,k,h,f,b,p
g,s,k,n,b,e
n,k,h,f,b,p
g,s,k,n,b,e
p,s,k,n,b,e
p,s,n,n,b,e
g,s,k,n,b,e
w,s,k,c,n,p
w,s,n,n,b,e
w,s,k,n,b,e
b,k,h,f,b,p
p,s,n,n,b,e
w,s,n,c,n,p
n,k,h,f,b,p
g,s,k,n,b,e
w,s,n,n,b,e
p,s,k,n,b,e
p,s,n,n,b,e
w,s,k,c,n,p
p,k,h,f,b,p
w,s,n,c,n,p
w,s,n,n,b,e
p,s,n,n,b,e
n,k,h,f,b,p
n,k,h,f,b,p
p,s,n,n,b,e
w,s,n,c,n,p
w,s,k,c,n,p
g,s,k,n,b,e
p,s,n,n,b,e
g,s,k,n,b,e
g,s,k,n,b,e
w,s,n,c,n,p
n,k,h,f,b,p
w,s,k,n,b,e
p,s,n,n,b,e
g,s,k,n,b,e
p,s,n,n,b,e
p,s,n,n,b,e
g,s,k,n,b,e
n,k,h,f,b,p
p,s,k,n,b,e
w,s,n,c,n,p
p,s,n,n,b,e
g,s,k,n,b,e
w,s,n,n,b,e
w,s,k,n,b,e
w,s,k,n,b,e
w,s,n,n,b,e
w,s,n,c,n,p
p,k,h,f,b,p
w,s,k,c,n,p
g,s,n,n,b,e
w,s,n,n,b,e
w,s,n,c,n,p
p,s,k,n,b,e
w,s,k,c,n,p
w,s,n,n,b,e
w,s,k,c,n,p
p,s,n,n,b,e
n,k,h,f,b,p
w,s,k,c,n,p
g,s,n,n,b,e
p,k,h,f,b,p
w,s,k,c,n,p
w,s,k,n,b,e
w,s,n,c,n,p
w,s,n,n,b,e
w,s,k,n,b,e
w,s,n,n,b,e
w,s,k,n,b,e
g,s,n,n,b,e
w,s,n,c,n,p
p,s,k,n,b,e
g,s,n,n,b,e
w,s,n,n,b,e
g,s,n,n,b,e
g,s,k,n,b,e
p,k,h,f,b,p
w,s,n,c,n,p
g,s,k,n,b,e
w,s,n,n,b,e
w,s,k,c,n,p
w,s,k,n,b,e
